Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Mar/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
35;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 28 ; 619.240.000 ; 1 ; 76.432.000 ; 29 ; 695.672.000 ; 1 ; 76.432.000 ; 28 ; 619.240.000 ; 29 ; 695.672.000 ; 58 ; 1.391.344.000 ;;;;
36;13.059.145;BEXS BANCO DE CÂMBIO S/A; 64 ; 170.119.676 ; 386 ; 13.234.558 ; 546 ; 104.100.624 ; 1.417 ; 128.353.825 ; 2.413 ; 415.808.683 ; 766 ; 382.386.767 ; 850 ; 515.562.822 ; 1.616 ; 897.949.589 ; 4.029 ; 1.313.758.272 ;;;;
37;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO; 13 ; 4.963.805 ;;; 476 ; 94.097.862 ; 222 ; 357.474.036 ; 711 ; 456.535.704 ; 86 ; 490.163.616 ; 127 ; 272.670.502 ; 213 ; 762.834.118 ; 924 ; 1.219.369.822 ;;;;
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 90 ; 315.764.458 ; 21 ; 7.167.635 ; 50 ; 143.725.641 ; 108 ; 29.256.782 ; 269 ; 495.914.515 ; 71 ; 118.079.140 ; 105 ; 562.913.950 ; 176 ; 680.993.089 ; 445 ; 1.176.907.605 ;;;;
39;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 646 ; 3.014.086 ; 7.697 ; 68.848.213 ; 8.343 ; 71.862.299 ; 1.870 ; 515.333.428 ; 465 ; 449.622.642 ; 2.335 ; 964.956.071 ; 10.678 ; 1.036.818.370 ;;;;
40;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 2.111 ; 211.196.263 ; 3.796 ; 197.230.194 ; 1.015 ; 53.093.391 ; 4.146 ; 110.798.435 ; 11.068 ; 572.318.284 ; 119 ; 186.252.471 ; 85 ; 135.683.316 ; 204 ; 321.935.786 ; 11.272 ; 894.254.071 ;;;;
41;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 121 ; 1.648.463 ; 1.277 ; 30.972.919 ; 2.182 ; 22.149.338 ; 5.399 ; 241.589.846 ; 8.979 ; 296.360.568 ; 9.426 ; 422.838.556 ; 307 ; 173.968.276 ; 9.733 ; 596.806.832 ; 18.712 ; 893.167.400 ;;;;
42;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 400 ; 134.919.320 ; 470 ; 334.141.736 ; 870 ; 469.061.056 ; 60 ; 295.812.195 ; 98 ; 96.400.000 ; 158 ; 392.212.195 ; 1.028 ; 861.273.251 ;;;;
43;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 4 ; 11.142.120 ; 2 ; 488.333 ; 62 ; 63.973.643 ; 169 ; 12.312.351 ; 237 ; 87.916.446 ; 106 ; 328.048.544 ; 214 ; 440.380.862 ; 320 ; 768.429.406 ; 557 ; 856.345.852 ;;;;
44;33.923.798;BANCO MÁXIMA S.A.; 86 ; 3.102.401 ; 996 ; 45.373.820 ; 193 ; 34.928.682 ; 794 ; 40.072.260 ; 2.069 ; 123.477.163 ; 905 ; 328.175.744 ; 3.779 ; 289.077.196 ; 4.684 ; 617.252.941 ; 6.753 ; 740.730.104 ;;;;
45;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 22 ; 63.695.128 ; 57 ; 88.891.359 ; 22 ; 214.162.341 ; 226 ; 99.698.689 ; 327 ; 466.447.517 ; 42 ; 73.569.445 ; 35 ; 108.956.494 ; 77 ; 182.525.939 ; 404 ; 648.973.456 ;;;;
46;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS; 11 ; 449.870 ; 3.795 ; 270.274.133 ; 872 ; 5.942.086 ; 9.305 ; 31.684.929 ; 13.983 ; 308.351.018 ; 2.524 ; 299.451.632 ; 116 ; 3.805.372 ; 2.640 ; 303.257.004 ; 16.623 ; 611.608.021 ;;;;
47;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 68 ; 402.330 ; 2.715 ; 29.799.410 ; 10.821 ; 181.524.426 ; 13.604 ; 211.726.166 ; 5.233 ; 269.322.133 ; 435 ; 115.520.560 ; 5.668 ; 384.842.693 ; 19.272 ; 596.568.858 ;;;;
