Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em SETEMBRO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
27;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 61 ; 238.597.626 ;;; 83 ; 101.606.098 ; 82 ; 342.882.090 ; 226 ; 683.085.814 ; 4 ; 66.214.559 ; 11 ; 449.623.244 ; 15 ; 515.837.803 ; 241 ; 1.198.923.617 ;;;;
28;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 46 ; 3.520.554 ; 361 ; 68.538.977 ; 312 ; 83.578.715 ; 1.270 ; 82.586.455 ; 1.989 ; 238.224.701 ; 1.345 ; 508.043.836 ; 10.107 ; 442.802.425 ; 11.452 ; 950.846.261 ; 13.441 ; 1.189.070.962 ;;;;
29;28.195.667;BANCO ABC BRASIL S.A.; 58 ; 16.666.572 ; 103 ; 16.943.800 ; 26 ; 302.209.527 ; 273 ; 135.055.301 ; 460 ; 470.875.201 ; 27 ; 288.420.211 ; 25 ; 221.423.384 ; 52 ; 509.843.595 ; 512 ; 980.718.796 ;;;;
30;49.336.860;ING BANK N.V.; 51 ; 267.364.345 ; 11 ; 32.539.923 ; 8 ; 5.097.304 ; 52 ; 11.665.333 ; 122 ; 316.666.904 ; 12 ; 259.260.691 ; 15 ; 359.649.263 ; 27 ; 618.909.954 ; 149 ; 935.576.858 ;;;;
31;62.232.889;BANCO DAYCOVAL S.A.; 224 ; 28.000.681 ; 344 ; 17.511.865 ; 450 ; 51.043.742 ; 1.406 ; 137.398.672 ; 2.424 ; 233.954.961 ; 325 ; 281.735.919 ; 1.463 ; 209.128.404 ; 1.788 ; 490.864.322 ; 4.212 ; 724.819.284 ;;;;
32;71.027.866;BANCO BONSUCESSO S.A.; 1 ; 62.369 ;;; 52 ; 1.435.514 ; 74 ; 6.158.337 ; 127 ; 7.656.220 ; 189 ; 303.638.933 ; 179 ; 299.748.722 ; 368 ; 603.387.655 ; 495 ; 611.043.874 ;;;;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 37 ; 166.095.876 ; 128 ; 3.946.129 ; 176 ; 26.738.883 ; 466 ; 48.826.169 ; 807 ; 245.607.058 ; 211 ; 75.732.089 ; 193 ; 216.032.112 ; 404 ; 291.764.201 ; 1.211 ; 537.371.259 ;;;;
34;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 15 ; 25.450.000 ; 15 ; 21.768.101 ; 11 ; 232.199.551 ; 76 ; 63.039.467 ; 117 ; 342.457.118 ; 7 ; 5.390.393 ; 12 ; 177.889.884 ; 19 ; 183.280.277 ; 136 ; 525.737.396 ;;;;
35;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 24 ; 14.647.972 ; 73 ; 12.563.356 ; 26 ; 204.220.085 ; 58 ; 107.180.778 ; 181 ; 338.612.191 ; 63 ; 48.096.044 ; 67 ; 100.870.596 ; 130 ; 148.966.640 ; 311 ; 487.578.832 ;;;;
36;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.; 95 ; 16.508.060 ; 81 ; 14.198.903 ; 41 ; 201.775.673 ; 203 ; 14.285.824 ; 420 ; 246.768.460 ; 26 ; 27.123.551 ; 24 ; 213.520.118 ; 50 ; 240.643.669 ; 470 ; 487.412.129 ;;;;
37;78.632.767;BANCO OURINVEST S.A.; 13 ; 4.093.530 ; 54 ; 3.623.673 ; 217 ; 11.644.220 ; 528 ; 7.516.797 ; 812 ; 26.878.221 ; 349 ; 210.955.902 ; 6.798 ; 209.182.032 ; 7.147 ; 420.137.934 ; 7.959 ; 447.016.155 ;;;;
38;68.900.810;BANCO RENDIMENTO S.A.; 13 ; 1.374.017 ; 46 ; 13.039.508 ; 9.219 ; 80.926.620 ; 1.546 ; 46.401.896 ; 10.824 ; 141.742.040 ; 389 ; 135.128.578 ; 6.442 ; 166.313.623 ; 6.831 ; 301.442.201 ; 17.655 ; 443.184.242 ;;;;
39;62.144.175;BANCO PINE S.A.; 12 ; 6.504.253 ; 6 ; 9.968.761 ; 6 ; 35.384.484 ; 56 ; 115.235.038 ; 80 ; 167.092.536 ; 4 ; 150.000.000 ; 2 ; 40.000.000 ; 6 ; 190.000.000 ; 86 ; 357.092.536 ;;;;
40;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;;;; 3 ; 134.000.000 ; 3 ; 134.000.000 ; 3 ; 134.000.000 ;;; 3 ; 134.000.000 ; 6 ; 268.000.000 ;;;;
41;03.609.817;BANCO CARGILL S.A.; 21 ; 53.000.687 ; 3 ; 8.344.594 ; 9 ; 65.326.808 ; 23 ; 3.373.498 ; 56 ; 130.045.587 ; 2 ; 12.250.000 ; 14 ; 109.844.265 ; 16 ; 122.094.265 ; 72 ; 252.139.852 ;;;;
42;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 874 ; 97.374.238 ; 1.106 ; 54.228.217 ; 416 ; 6.957.472 ; 1.383 ; 42.950.055 ; 3.779 ; 201.509.983 ; 19 ; 20.931.106 ; 20 ; 28.574.324 ; 39 ; 49.505.431 ; 3.818 ; 251.015.413 ;;;;
43;33.923.798;BANCO MÁXIMA S.A.; 34 ; 502.061 ; 281 ; 43.134.494 ; 101 ; 48.906.227 ; 181 ; 8.986.232 ; 597 ; 101.529.013 ; 225 ; 62.183.583 ; 1.139 ; 58.821.584 ; 1.364 ; 121.005.167 ; 1.961 ; 222.534.180 ;;;;
44;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS; 5 ; 203.946 ; 1.211 ; 78.657.719 ; 152 ; 2.964.293 ; 799 ; 22.898.280 ; 2.167 ; 104.724.237 ; 1.528 ; 99.252.943 ; 31 ; 561.111 ; 1.559 ; 99.814.055 ; 3.726 ; 204.538.292 ;;;;
45;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 1 ; 4.000.000 ; 60 ; 8.003.155 ; 32 ; 33.966.497 ; 74 ; 22.762.331 ; 167 ; 68.731.983 ; 21 ; 55.580.235 ; 24 ; 67.241.954 ; 45 ; 122.822.189 ; 212 ; 191.554.172 ;;;;
46;61.186.680;BANCO BMG S.A.; 4 ; 7.058.030 ; 2 ; 2.796.875 ; 2 ; 4.214.524 ; 25 ; 80.300.820 ; 33 ; 94.370.249 ; 9 ; 76.237.078 ; 5 ; 7.521.014 ; 14 ; 83.758.092 ; 47 ; 178.128.341 ;;;;
47;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 62 ; 16.441.096 ; 37 ; 8.369.682 ; 21 ; 25.044.993 ; 46 ; 8.584.921 ; 166 ; 58.440.691 ; 20 ; 49.549.903 ; 26 ; 65.874.236 ; 46 ; 115.424.140 ; 212 ; 173.864.831 ;;;;
