Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em AGOSTO / 2020;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
10;30.306.294;BANCO BTG PACTUAL S.A.; 180 ; 504.680.143 ; 558 ; 59.162.259 ; 587 ; 412.789.592 ; 1.257 ; 762.661.567 ; 2.582 ; 1.739.293.562 ; 88 ; 2.667.886.898 ; 110 ; 2.252.376.483 ; 198 ; 4.920.263.381 ; 2.780 ; 6.659.556.942 ;;;;
11;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 163 ; 827.347.942 ; 420 ; 220.756.584 ; 359 ; 1.407.610.148 ; 509 ; 1.535.793.569 ; 1.451 ; 3.991.508.243 ; 148 ; 409.538.061 ; 78 ; 874.942.972 ; 226 ; 1.284.481.033 ; 1.677 ; 5.275.989.276 ;;;;
12;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 331 ; 1.686.230.302 ; 331 ; 919.026.901 ; 662 ; 2.605.257.203 ; 22 ; 576.887.227 ; 36 ; 1.314.885.795 ; 58 ; 1.891.773.022 ; 720 ; 4.497.030.225 ;;;;
13;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 26 ; 64.494.110 ; 129 ; 32.718.686 ; 147 ; 1.640.815.689 ; 260 ; 1.592.775.931 ; 562 ; 3.330.804.415 ; 70 ; 247.175.153 ; 76 ; 344.842.356 ; 146 ; 592.017.509 ; 708 ; 3.922.821.924 ;;;;
14;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 9 ; 63.592.136 ;;; 22 ; 42.933.336 ; 35 ; 74.598.162 ; 66 ; 181.123.634 ; 149 ; 1.506.318.474 ; 154 ; 1.550.586.961 ; 303 ; 3.056.905.435 ; 369 ; 3.238.029.069 ;;;;
15;60.498.557;BANCO MUFG BRASIL S.A.; 93 ; 25.908.977 ; 286 ; 27.971.221 ; 302 ; 116.932.391 ; 329 ; 223.124.767 ; 1.010 ; 393.937.357 ; 530 ; 1.343.694.920 ; 549 ; 1.429.508.607 ; 1.079 ; 2.773.203.526 ; 2.089 ; 3.167.140.883 ;;;;
16;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 3 ; 9.445.329 ;;; 3 ; 9.445.329 ; 2 ; 651.160.124 ; 20 ; 2.440.000.000 ; 22 ; 3.091.160.124 ; 25 ; 3.100.605.453 ;;;;
17;59.588.111;BANCO VOTORANTIM S.A.; 159 ; 118.027.105 ; 525 ; 78.824.080 ; 329 ; 465.285.725 ; 532 ; 357.350.484 ; 1.545 ; 1.019.487.394 ; 186 ; 374.469.782 ; 372 ; 609.332.563 ; 558 ; 983.802.345 ; 2.103 ; 2.003.289.738 ;;;;
18;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 88 ; 198.382.864 ; 150 ; 68.558.755 ; 248 ; 446.209.674 ; 534 ; 531.274.524 ; 1.020 ; 1.244.425.817 ; 97 ; 329.577.929 ; 137 ; 314.995.998 ; 234 ; 644.573.927 ; 1.254 ; 1.888.999.744 ;;;;
19;28.195.667;BANCO ABC BRASIL S.A.; 201 ; 128.429.327 ; 401 ; 72.052.092 ; 57 ; 137.360.542 ; 360 ; 75.034.231 ; 1.019 ; 412.876.192 ; 218 ; 582.578.036 ; 330 ; 596.089.541 ; 548 ; 1.178.667.577 ; 1.567 ; 1.591.543.769 ;;;;
20;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 197 ; 392.367.954 ; 271 ; 388.079.280 ; 468 ; 780.447.235 ; 30 ; 374.793.992 ; 19 ; 73.806.015 ; 49 ; 448.600.006 ; 517 ; 1.229.047.241 ;;;;
21;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 135 ; 46.324.709 ; 534 ; 59.552.487 ; 343 ; 117.737.734 ; 462 ; 304.706.142 ; 1.474 ; 528.321.073 ; 70 ; 278.860.642 ; 67 ; 98.863.641 ; 137 ; 377.724.283 ; 1.611 ; 906.045.356 ;;;;
22;68.900.810;BANCO RENDIMENTO S.A.; 38 ; 2.080.620 ; 192 ; 27.333.936 ; 112.827 ; 341.944.415 ; 3.405 ; 16.533.001 ; 116.462 ; 387.891.973 ; 1.331 ; 100.749.479 ; 5.524 ; 400.088.954 ; 6.855 ; 500.838.432 ; 123.317 ; 888.730.405 ;;;;
23;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.;;;;; 189 ; 84.902.638 ; 228 ; 130.168.064 ; 417 ; 215.070.702 ; 13 ; 341.547.571 ; 13 ; 225.548.344 ; 26 ; 567.095.915 ; 443 ; 782.166.617 ;;;;
24;53.518.684;BANCO HSBC S.A.; 12 ; 78.383.871 ; 169 ; 23.825.102 ; 47 ; 105.857.202 ; 77 ; 39.013.853 ; 305 ; 247.080.028 ; 83 ; 179.414.658 ; 124 ; 328.359.604 ; 207 ; 507.774.262 ; 512 ; 754.854.289 ;;;;
25;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 107 ; 5.344.703 ; 685 ; 22.946.814 ; 278 ; 168.908.695 ; 74.255 ; 93.120.264 ; 75.325 ; 290.320.477 ; 332 ; 185.219.093 ; 383 ; 250.208.462 ; 715 ; 435.427.556 ; 76.040 ; 725.748.032 ;;;;
26;78.632.767;BANCO OURINVEST S.A.; 507 ; 96.779.207 ; 1.921 ; 96.714.815 ; 1.986 ; 71.517.966 ; 1.549 ; 166.226.262 ; 5.963 ; 431.238.250 ; 1.140 ; 183.874.207 ; 1.001 ; 70.236.867 ; 2.141 ; 254.111.074 ; 8.104 ; 685.349.325 ;;;;
27;58.160.789;BANCO SAFRA S.A.; 272 ; 145.023.893 ; 780 ; 82.337.732 ; 732 ; 54.100.800 ; 1.214 ; 83.791.288 ; 2.998 ; 365.253.713 ; 151 ; 117.605.932 ; 151 ; 157.743.254 ; 302 ; 275.349.187 ; 3.300 ; 640.602.900 ;;;;
28;71.027.866;BANCO BS2 S.A.; 247 ; 72.214.172 ; 854 ; 25.635.724 ; 4.081 ; 128.814.900 ; 7.368 ; 92.506.041 ; 12.550 ; 319.170.836 ; 80 ; 112.862.604 ; 270 ; 186.024.136 ; 350 ; 298.886.741 ; 12.900 ; 618.057.577 ;;;;
29;62.232.889;BANCO DAYCOVAL S.A.; 499 ; 62.660.428 ; 608 ; 39.392.685 ; 34.729 ; 92.889.715 ; 1.025 ; 30.140.541 ; 36.861 ; 225.083.369 ; 253 ; 126.275.882 ; 316 ; 263.818.075 ; 569 ; 390.093.957 ; 37.430 ; 615.177.326 ;;;;
30;11.703.662;TRAVELEX BANCO DE CÂMBIO S.A.; 650 ; 76.308.915 ; 1.783 ; 63.928.790 ; 1.306 ; 93.633.520 ; 2.222 ; 137.632.535 ; 5.961 ; 371.503.761 ; 1.475 ; 130.389.159 ; 2.932 ; 90.698.810 ; 4.407 ; 221.087.969 ; 10.368 ; 592.591.730 ;;;;
31;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 104 ; 222.398.968 ; 25 ; 19.906.081 ; 65 ; 69.565.940 ; 178 ; 48.580.653 ; 372 ; 360.451.643 ; 11 ; 29.157.232 ; 15 ; 194.189.911 ; 26 ; 223.347.144 ; 398 ; 583.798.786 ;;;;
32;13.059.145;BEXS BANCO DE CÂMBIO S/A; 22 ; 95.718.960 ; 5 ; 198.033 ; 3.267 ; 25.572.646 ; 45.105 ; 181.684.653 ; 48.399 ; 303.174.292 ; 159 ; 157.892.911 ; 48 ; 98.647.146 ; 207 ; 256.540.057 ; 48.606 ; 559.714.349 ;;;;
33;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 2 ; 238.987.875 ; 5 ; 1.842.608 ; 7 ; 240.830.482 ; 2 ; 1.642.608 ; 2 ; 238.987.875 ; 4 ; 240.630.483 ; 11 ; 481.460.965 ;;;;
34;10.690.848;BANCO DA CHINA BRASIL S.A.; 23 ; 40.573.042 ; 21 ; 2.231.623 ; 22 ; 162.883.322 ; 42 ; 12.450.705 ; 108 ; 218.138.692 ; 18 ; 4.949.802 ; 43 ; 193.750.000 ; 61 ; 198.699.802 ; 169 ; 416.838.494 ;;;;
35;33.264.668;BANCO XP S.A.; 3 ; 2.180.000 ; 20 ; 5.846.959 ; 42 ; 70.284.880 ; 59 ; 128.706.725 ; 124 ; 207.018.564 ; 14 ; 123.237.458 ; 9 ; 60.431.984 ; 23 ; 183.669.441 ; 147 ; 390.688.005 ;;;;
36;33.923.798;BANCO MÁXIMA S.A.; 187 ; 90.833.386 ; 263 ; 38.729.296 ; 7.586 ; 39.331.973 ; 26.349 ; 54.184.390 ; 34.385 ; 223.079.045 ; 47 ; 32.973.215 ; 58 ; 72.139.630 ; 105 ; 105.112.844 ; 34.490 ; 328.191.889 ;;;;
37;58.616.418;BANCO FIBRA S.A.; 51 ; 48.800.813 ; 537 ; 91.221.064 ; 34 ; 17.439.964 ; 99 ; 10.903.093 ; 721 ; 168.364.934 ; 49 ; 96.119.555 ; 42 ; 63.134.443 ; 91 ; 159.253.998 ; 812 ; 327.618.932 ;;;;
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 40 ; 40.805.681 ; 153 ; 31.031.722 ; 49 ; 19.870.630 ; 120 ; 47.166.385 ; 362 ; 138.874.418 ; 63 ; 125.781.788 ; 52 ; 57.940.725 ; 115 ; 183.722.513 ; 477 ; 322.596.931 ;;;;
39;31.872.495;BANCO C6 S.A.; 6 ; 1.271.480 ; 174 ; 33.625.262 ; 207 ; 9.433.658 ; 1.614 ; 40.482.041 ; 2.001 ; 84.812.442 ; 56 ; 151.407.725 ; 142 ; 79.837.033 ; 198 ; 231.244.758 ; 2.199 ; 316.057.200 ;;;;
40;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 80 ; 67.614.134 ; 348 ; 56.226.128 ; 6 ; 17.845 ; 196 ; 58.917.028 ; 630 ; 182.775.135 ; 31 ; 85.804.146 ; 24 ; 38.175.391 ; 55 ; 123.979.537 ; 685 ; 306.754.672 ;;;;
41;07.679.404;BANCO TOPÁZIO S.A.; 29 ; 20.828.404 ; 122 ; 8.421.848 ; 129 ; 10.767.493 ; 373 ; 67.717.054 ; 653 ; 107.734.799 ; 392 ; 118.698.063 ; 848 ; 73.766.050 ; 1.240 ; 192.464.112 ; 1.893 ; 300.198.911 ;;;;
42;00.360.305;CAIXA ECONOMICA FEDERAL; 123 ; 22.066.040 ; 71 ; 1.690.401 ; 8.523 ; 40.600.145 ; 503 ; 56.618.406 ; 9.220 ; 120.974.992 ; 187 ; 88.837.119 ; 201 ; 79.243.026 ; 388 ; 168.080.145 ; 9.608 ; 289.055.137 ;;;;
43;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 7 ; 18.108.397 ;;; 4 ; 55.882 ; 329 ; 119.183.067 ; 340 ; 137.347.346 ; 21 ; 133.168.681 ; 7 ; 16.108.397 ; 28 ; 149.277.078 ; 368 ; 286.624.424 ;;;;
44;61.186.680;BANCO BMG S.A.; 5 ; 4.068.023 ; 1 ; 656.118 ; 2 ; 758.284 ; 37 ; 174.365.097 ; 45 ; 179.847.522 ; 3 ; 21.852.767 ; 5 ; 33.952.903 ; 8 ; 55.805.670 ; 53 ; 235.653.192 ;;;;
45;00.997.185;BANCO B3 S.A.;;;;; 138 ; 70.073.495 ; 107 ; 51.257.743 ; 245 ; 121.331.239 ; 59 ; 39.013.000 ; 19 ; 57.907.416 ; 78 ; 96.920.416 ; 323 ; 218.251.654 ;;;;
46;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 9 ; 26.904.396 ; 17 ; 25.297.505 ; 20 ; 4.254.251 ; 125 ; 21.486.891 ; 171 ; 77.943.043 ; 11 ; 66.008.024 ; 11 ; 66.008.811 ; 22 ; 132.016.835 ; 193 ; 209.959.878 ;;;;
47;30.723.886;BANCO MODAL S.A.; 1 ; 5.634 ; 48 ; 3.175.664 ; 155 ; 83.684.168 ; 128 ; 17.176.237 ; 332 ; 104.041.704 ; 5 ; 8.844.191 ; 10 ; 65.176.000 ; 15 ; 74.020.191 ; 347 ; 178.061.895 ;;;;
48;03.609.817;BANCO CARGILL S.A.; 6 ; 14.204.935 ;;; 5 ; 19.852.500 ; 10 ; 728.360 ; 21 ; 34.785.794 ;;; 5 ; 140.000.000 ; 5 ; 140.000.000 ; 26 ; 174.785.794 ;;;;
49;62.144.175;BANCO PINE S.A.; 24 ; 16.634.205 ; 156 ; 14.610.103 ; 5 ; 572.237 ; 22 ; 2.492.261 ; 207 ; 34.308.805 ; 20 ; 64.715.486 ; 53 ; 70.766.050 ; 73 ; 135.481.536 ; 280 ; 169.790.341 ;;;;
50;45.246.410;PLURAL S.A. BANCO MÚLTIPLO; 32 ; 3.906.994 ; 37 ; 1.281.027 ; 181 ; 16.382.315 ; 377 ; 78.030.320 ; 627 ; 99.600.655 ; 47 ; 64.572.608 ; 3 ; 5.543.928 ; 50 ; 70.116.536 ; 677 ; 169.717.192 ;;;;
51;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 11 ; 5.217.074 ; 12 ; 1.916.204 ; 24 ; 61.368.101 ; 43 ; 12.905.861 ; 90 ; 81.407.239 ; 4 ; 12.808.982 ; 7 ; 56.059.095 ; 11 ; 68.868.077 ; 101 ; 150.275.316 ;;;;
52;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 184 ; 4.330.101 ; 759 ; 18.150.550 ; 2.319 ; 26.331.249 ; 2.179 ; 23.193.710 ; 5.441 ; 72.005.610 ; 474 ; 43.294.548 ; 478 ; 32.723.583 ; 952 ; 76.018.131 ; 6.393 ; 148.023.741 ;;;;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 213 ; 5.390.268 ; 1.823 ; 27.586.982 ; 1.565 ; 17.851.897 ; 3.041 ; 23.936.784 ; 6.642 ; 74.765.931 ; 509 ; 50.401.960 ; 200 ; 21.952.099 ; 709 ; 72.354.059 ; 7.351 ; 147.119.990 ;;;;
54;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 106 ; 23.552.964 ; 348 ; 62.437.111 ; 454 ; 85.990.075 ; 38 ; 46.122.725 ; 9 ; 7.400.000 ; 47 ; 53.522.725 ; 501 ; 139.512.800 ;;;;
55;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 15 ; 2.073.303 ; 26 ; 1.393.840 ; 2.493 ; 55.565.407 ; 191 ; 4.311.542 ; 2.725 ; 63.344.092 ; 43 ; 2.587.112 ; 131 ; 54.521.001 ; 174 ; 57.108.113 ; 2.899 ; 120.452.205 ;;;;
56;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;; 1 ; 29.221.553 ; 1 ; 29.221.553 ;;; 1 ; 91.064.729 ; 1 ; 91.064.729 ; 2 ; 120.286.281 ;;;;
57;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 762 ; 42.569.624 ; 519 ; 23.635.346 ; 421 ; 5.934.954 ; 524 ; 16.294.517 ; 2.226 ; 88.434.440 ; 9 ; 7.822.836 ; 18 ; 16.831.604 ; 27 ; 24.654.441 ; 2.253 ; 113.088.881 ;;;;
58;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 102 ; 1.701.448 ; 1.138 ; 26.610.377 ; 502 ; 8.358.181 ; 946 ; 10.275.613 ; 2.688 ; 46.945.619 ; 431 ; 31.435.336 ; 43 ; 4.710.294 ; 474 ; 36.145.630 ; 3.162 ; 83.091.249 ;;;;
59;31.895.683;BANCO INDUSTRIAL DO BRASIL S.A.; 31 ; 33.509.096 ; 51 ; 4.067.368 ; 43 ; 2.182.799 ; 56 ; 1.437.931 ; 181 ; 41.197.194 ; 42 ; 5.525.413 ; 32 ; 35.652.183 ; 74 ; 41.177.597 ; 255 ; 82.374.790 ;;;;
60;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 5 ; 856.261 ; 74 ; 1.133.097 ; 136 ; 8.734.544 ; 542 ; 18.609.925 ; 757 ; 29.333.826 ; 182 ; 30.262.491 ; 107 ; 20.118.193 ; 289 ; 50.380.684 ; 1.046 ; 79.714.510 ;;;;
61;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.;;;;; 4.145 ; 36.160.195 ; 6.522 ; 31.096.168 ; 10.667 ; 67.256.362 ; 27 ; 3.659.421 ; 73 ; 7.524.186 ; 100 ; 11.183.608 ; 10.767 ; 78.439.970 ;;;;
62;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 664 ; 24.586.454 ; 640 ; 23.549.875 ; 424 ; 5.436.849 ; 286 ; 7.218.024 ; 2.014 ; 60.791.202 ; 12 ; 9.242.848 ; 7 ; 6.542.010 ; 19 ; 15.784.858 ; 2.033 ; 76.576.060 ;;;;
63;13.220.493;BR PARTNERS BANCO DE INVESTIMENTO S.A.;;; 37 ; 8.703.429 ; 1 ; 61.591 ; 75 ; 1.442.394 ; 113 ; 10.207.413 ; 5 ; 34.500.000 ; 1 ; 25.000.000 ; 6 ; 59.500.000 ; 119 ; 69.707.413 ;;;;
64;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 222 ; 5.798.716 ; 923 ; 23.336.567 ; 441 ; 6.751.300 ; 492 ; 5.020.431 ; 2.078 ; 40.907.014 ; 322 ; 21.939.492 ; 66 ; 6.118.707 ; 388 ; 28.058.198 ; 2.466 ; 68.965.212 ;;;;
65;59.118.133;BANCO LUSO BRASILEIRO S.A.; 119 ; 9.628.048 ; 232 ; 15.131.308 ; 31 ; 3.942.940 ; 65 ; 2.593.014 ; 447 ; 31.295.310 ; 205 ; 20.184.893 ; 147 ; 15.837.682 ; 352 ; 36.022.575 ; 799 ; 67.317.885 ;;;;
66;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 6 ; 24.300.000 ; 16 ; 1.192.334 ; 9 ; 2.366.511 ; 44 ; 247.908 ; 75 ; 28.106.753 ; 7 ; 1.448.694 ; 8 ; 32.736.515 ; 15 ; 34.185.209 ; 90 ; 62.291.962 ;;;;
67;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 148 ; 2.055.490 ; 1.095 ; 20.090.428 ; 292 ; 4.220.003 ; 778 ; 5.693.063 ; 2.313 ; 32.058.985 ; 409 ; 22.314.239 ; 58 ; 2.855.699 ; 467 ; 25.169.939 ; 2.780 ; 57.228.923 ;;;;
68;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 47 ; 14.697.254 ; 65 ; 12.009.862 ; 130 ; 11.503.584 ; 242 ; 38.210.700 ; 48 ; 15.670.197 ; 4 ; 1.468.000 ; 52 ; 17.138.197 ; 294 ; 55.348.897 ;;;;
69;60.889.128;BANCO SOFISA S.A.; 126 ; 29.663.888 ; 83 ; 4.361.251 ; 13 ; 1.944.289 ; 55 ; 1.056.348 ; 277 ; 37.025.776 ; 2 ; 79.454 ; 7 ; 14.579.178 ; 9 ; 14.658.632 ; 286 ; 51.684.408 ;;;;
70;23.522.214;COMMERZBANK BRASIL S.A. - BANCO MÚLTIPLO; 14 ; 1.439.702 ; 39 ; 4.955.813 ; 15 ; 6.736.808 ; 44 ; 5.823.439 ; 112 ; 18.955.762 ; 25 ; 14.800.678 ; 24 ; 9.807.708 ; 49 ; 24.608.386 ; 161 ; 43.564.148 ;;;;
71;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 51 ; 995.296 ; 589 ; 11.974.071 ; 331 ; 6.026.851 ; 556 ; 6.505.649 ; 1.527 ; 25.501.867 ; 518 ; 14.601.755 ; 72 ; 3.116.195 ; 590 ; 17.717.950 ; 2.117 ; 43.219.817 ;;;;
72;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 23 ; 347.188 ; 507 ; 13.572.131 ; 237 ; 3.115.726 ; 551 ; 5.159.874 ; 1.318 ; 22.194.918 ; 721 ; 17.270.845 ; 134 ; 2.018.942 ; 855 ; 19.289.787 ; 2.173 ; 41.484.705 ;;;;
73;76.641.497;DOURADA CORRETORA DE CÂMBIO LTDA.; 101 ; 6.494.167 ; 356 ; 9.345.153 ; 427 ; 4.565.260 ; 553 ; 2.874.071 ; 1.437 ; 23.278.651 ; 298 ; 7.412.541 ; 137 ; 6.268.093 ; 435 ; 13.680.634 ; 1.872 ; 36.959.285 ;;;;
74;02.318.507;BANCO KEB HANA DO BRASIL S.A.;;; 11 ; 6.688.049 ; 45 ; 8.786.298 ; 50 ; 2.564.258 ; 106 ; 18.038.606 ; 21 ; 9.616.409 ; 10 ; 9.132.964 ; 31 ; 18.749.374 ; 137 ; 36.787.979 ;;;;
75;50.579.044;LEVYCAM - CORRETORA DE CAMBIO E VALORES LTDA.; 32 ; 1.102.381 ; 617 ; 14.148.507 ; 147 ; 1.301.153 ; 384 ; 2.334.287 ; 1.180 ; 18.886.328 ; 363 ; 14.718.795 ; 20 ; 639.922 ; 383 ; 15.358.717 ; 1.563 ; 34.245.045 ;;;;
76;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 51 ; 1.857.103 ; 245 ; 3.011.751 ; 1.220 ; 8.719.349 ; 1.544 ; 10.670.691 ; 3.060 ; 24.258.893 ; 222 ; 6.429.515 ; 99 ; 3.389.602 ; 321 ; 9.819.117 ; 3.381 ; 34.078.010 ;;;;
77;17.184.037;BANCO MERCANTIL DO BRASIL S.A.; 1 ; 19.337 ;;; 45 ; 304.859 ; 47 ; 165.630 ; 93 ; 489.827 ; 15 ; 7.870.000 ; 16 ; 23.840.000 ; 31 ; 31.710.000 ; 124 ; 32.199.827 ;;;;
78;00.000.208;BRB - BANCO DE BRASILIA S.A.;;; 2 ; 30.851 ; 27 ; 14.268.731 ; 72 ; 737.797 ; 101 ; 15.037.380 ; 10 ; 671.893 ; 8 ; 14.176.886 ; 18 ; 14.848.779 ; 119 ; 29.886.159 ;;;;
79;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 2 ; 73.694 ; 8 ; 94.870 ; 339 ; 1.610.022 ; 382 ; 2.019.374 ; 731 ; 3.797.959 ; 287 ; 12.666.527 ; 94 ; 12.389.409 ; 381 ; 25.055.936 ; 1.112 ; 28.853.896 ;;;;
80;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 3 ; 1.195.172 ;;; 4 ; 2.144.886 ;;; 7 ; 3.340.057 ;;; 1 ; 25.000.000 ; 1 ; 25.000.000 ; 8 ; 28.340.057 ;;;;
81;02.332.886;XP INVESTIMENTOS CORRETORA DE CÂMBIO,TÍTULOS E VALORES MOBILIÁRIOS S/A;;;;; 166 ; 5.896.925 ; 360 ; 7.636.107 ; 526 ; 13.533.032 ; 323 ; 7.486.539 ; 154 ; 5.971.223 ; 477 ; 13.457.762 ; 1.003 ; 26.990.794 ;;;;
