Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em JANEIRO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
35;33.923.798;BANCO MÁXIMA S.A.; 27 ; 2.060.964 ; 376 ; 16.745.692 ; 58 ; 2.664.910 ; 284 ; 14.462.066 ; 745 ; 35.933.632 ; 322 ; 137.802.185 ; 1.501 ; 112.326.341 ; 1.823 ; 250.128.526 ; 2.568 ; 286.062.158 ;;;;
36;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS; 4 ; 206.125 ; 1.756 ; 125.437.156 ; 256 ; 648.481 ; 3.844 ; 12.739.366 ; 5.860 ; 139.031.127 ; 937 ; 138.043.721 ; 27 ; 585.295 ; 964 ; 138.629.016 ; 6.824 ; 277.660.143 ;;;;
37;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 8 ; 67.120 ; 962 ; 10.068.468 ; 4.957 ; 80.133.616 ; 5.927 ; 90.269.205 ; 2.107 ; 111.885.243 ; 143 ; 39.664.021 ; 2.250 ; 151.549.264 ; 8.177 ; 241.818.469 ;;;;
38;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 44 ; 762.500 ; 1.050 ; 30.189.480 ; 608 ; 7.041.021 ; 2.575 ; 65.763.853 ; 4.277 ; 103.756.853 ; 814 ; 88.163.251 ;;; 814 ; 88.163.251 ; 5.091 ; 191.920.105 ;;;;
39;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 4 ; 18.647 ; 107 ; 2.424.826 ; 372 ; 2.979.589 ; 1.504 ; 26.616.167 ; 1.987 ; 32.039.230 ; 1.911 ; 88.053.832 ; 384 ; 61.772.599 ; 2.295 ; 149.826.431 ; 4.282 ; 181.865.661 ;;;;
40;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 19 ; 488.603 ; 163 ; 2.058.311 ; 1.143 ; 9.348.311 ; 6.989 ; 84.774.903 ; 8.314 ; 96.670.129 ; 839 ; 77.517.874 ; 20 ; 367.261 ; 859 ; 77.885.135 ; 9.173 ; 174.555.265 ;;;;
41;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 174 ; 10.236.400 ; 2.403 ; 2.515.926 ; 4.455 ; 22.182.012 ; 7.032 ; 34.934.339 ; 1.561 ; 71.980.227 ; 97 ; 42.194.235 ; 1.658 ; 114.174.463 ; 8.690 ; 149.108.801 ;;;;
42;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 3 ; 30.788 ; 87 ; 2.573.441 ; 246 ; 1.616.489 ; 1.178 ; 13.060.384 ; 1.514 ; 17.281.102 ; 848 ; 72.823.555 ; 85 ; 58.735.839 ; 933 ; 131.559.394 ; 2.447 ; 148.840.496 ;;;;
43;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.; 120 ; 42.125.288 ; 139 ; 20.722.172 ; 88 ; 5.374.600 ; 212 ; 13.646.584 ; 559 ; 81.868.644 ; 22 ; 27.923.913 ; 24 ; 35.917.076 ; 46 ; 63.840.989 ; 605 ; 145.709.633 ;;;;
44;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 3 ; 14.746 ; 34 ; 277.160 ; 487 ; 12.003.483 ; 1.464 ; 61.542.280 ; 1.988 ; 73.837.668 ; 801 ; 62.337.862 ; 638 ; 7.875.578 ; 1.439 ; 70.213.440 ; 3.427 ; 144.051.108 ;;;;
45;30.723.886;BANCO MODAL S.A.; 11 ; 407.630 ; 50 ; 8.670.257 ; 24 ; 4.072.557 ; 60 ; 12.743.838 ; 145 ; 25.894.283 ; 28 ; 68.096.658 ; 21 ; 48.096.153 ; 49 ; 116.192.811 ; 194 ; 142.087.094 ;;;;
46;61.186.680;BANCO BMG S.A.; 1 ; 500.000 ;;;;; 15 ; 73.532.771 ; 16 ; 74.032.771 ; 3 ; 65.700.000 ; 2 ; 1.200.000 ; 5 ; 66.900.000 ; 21 ; 140.932.771 ;;;;
47;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 68 ; 3.667.147 ; 940 ; 43.425.208 ; 331 ; 7.242.813 ; 988 ; 12.930.854 ; 2.327 ; 67.266.021 ; 273 ; 48.876.710 ; 11 ; 3.258.072 ; 284 ; 52.134.782 ; 2.611 ; 119.400.804 ;;;;
48;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 1 ; 22.356 ; 32 ; 33.409.667 ; 14 ; 9.377.376 ; 229 ; 16.074.032 ; 276 ; 58.883.431 ; 43 ; 49.620.000 ; 4 ; 9.650.000 ; 47 ; 59.270.000 ; 323 ; 118.153.431 ;;;;
