Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Out/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
35;78.632.767;BANCO OURINVEST S.A.; 63 ; 28.865.760 ; 467 ; 35.910.704 ; 1.749 ; 114.957.941 ; 5.230 ; 176.839.202 ; 7.509 ; 356.573.607 ; 3.122 ; 2.471.287.465 ; 55.795 ; 2.392.859.154 ; 58.917 ; 4.864.146.619 ; 66.426 ; 5.220.720.226 ;
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 305 ; 780.951.308 ; 312 ; 57.109.584 ; 267 ; 853.778.182 ; 387 ; 414.337.167 ; 1.271 ; 2.106.176.241 ; 367 ; 557.696.870 ; 476 ; 1.754.568.294 ; 843 ; 2.312.265.164 ; 2.114 ; 4.418.441.405 ;
37;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 1.137 ; 422.883.012 ; 1.134 ; 162.515.422 ; 534 ; 756.358.122 ; 2.020 ; 678.084.861 ; 4.825 ; 2.019.841.417 ; 249 ; 673.314.724 ; 247 ; 982.437.047 ; 496 ; 1.655.751.771 ; 5.321 ; 3.675.593.188 ;
38;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 47 ; 1.127.440.000 ; 63 ; 613.452.000 ; 110 ; 1.740.892.000 ; 63 ; 616.952.000 ; 48 ; 1.130.940.000 ; 111 ; 1.747.892.000 ; 221 ; 3.488.784.000 ;
39;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 7.777 ; 801.237.035 ; 11.637 ; 587.368.520 ; 3.649 ; 114.925.288 ; 13.532 ; 311.086.799 ; 36.595 ; 1.814.617.642 ; 316 ; 458.758.580 ; 316 ; 465.980.798 ; 632 ; 924.739.378 ; 37.227 ; 2.739.357.020 ;
40;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 20 ; 5.987.595 ; 5 ; 38.292 ; 1.359 ; 213.898.628 ; 729 ; 477.645.618 ; 2.113 ; 697.570.133 ; 299 ; 1.091.182.501 ; 356 ; 888.287.957 ; 655 ; 1.979.470.458 ; 2.768 ; 2.677.040.591 ;
41;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 107 ; 282.149.097 ; 196 ; 215.961.619 ; 89 ; 715.225.773 ; 765 ; 300.707.939 ; 1.157 ; 1.514.044.427 ; 94 ; 296.342.390 ; 101 ; 711.722.083 ; 195 ; 1.008.064.473 ; 1.352 ; 2.522.108.900 ;
42;33.923.798;BANCO MÁXIMA S.A.; 375 ; 8.536.759 ; 2.922 ; 151.590.920 ; 820 ; 288.333.084 ; 2.312 ; 250.356.980 ; 6.429 ; 698.817.742 ; 2.601 ; 881.965.683 ; 12.778 ; 781.279.899 ; 15.379 ; 1.663.245.582 ; 21.808 ; 2.362.063.324 ;
43;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 500 ; 8.077.414 ; 4.352 ; 99.345.585 ; 7.647 ; 86.912.347 ; 17.960 ; 584.457.901 ; 30.459 ; 778.793.247 ; 29.484 ; 1.049.592.202 ; 1.080 ; 460.732.717 ; 30.564 ; 1.510.324.919 ; 61.023 ; 2.289.118.166 ;
44;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 2.247 ; 4.357.613 ; 24.480 ; 111.946.128 ; 26.727 ; 116.303.741 ; 5.983 ; 1.138.292.637 ; 1.189 ; 1.030.645.621 ; 7.172 ; 2.168.938.258 ; 33.899 ; 2.285.241.999 ;
