Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Jul/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
11;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 1.451 ; 3.475.126.746 ; 6.857 ; 3.261.444.532 ; 2.718 ; 6.788.532.834 ; 8.205 ; 8.870.761.660 ; 19.231 ; 22.395.865.771 ; 1.023 ; 16.327.373.738 ; 953 ; 14.267.137.433 ; 1.976 ; 30.594.511.171 ; 21.207 ; 52.990.376.941 ;;;;
12;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 533 ; 2.762.267.248 ; 1.402 ; 425.507.564 ; 1.429 ; 13.203.931.971 ; 2.071 ; 11.213.496.592 ; 5.435 ; 27.605.203.375 ; 214 ; 5.800.150.421 ; 287 ; 9.724.043.694 ; 501 ; 15.524.194.115 ; 5.936 ; 43.129.397.490 ;;;;
13;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 36 ; 88.590.486 ; 2 ; 1.432.560 ; 2.430 ; 5.412.374.316 ; 2.697 ; 6.725.030.860 ; 5.165 ; 12.227.428.222 ; 1.045 ; 14.894.151.856 ; 1.094 ; 14.126.425.528 ; 2.139 ; 29.020.577.384 ; 7.304 ; 41.248.005.606 ;;;;
14;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 3.529 ; 11.142.778.660 ; 3.548 ; 9.430.102.886 ; 7.077 ; 20.572.881.546 ; 224 ; 5.740.182.395 ; 302 ; 7.175.184.749 ; 526 ; 12.915.367.144 ; 7.603 ; 33.488.248.690 ;;;;
15;59.588.111;BANCO VOTORANTIM S.A.; 978 ; 2.489.782.271 ; 9.678 ; 2.254.765.075 ; 1.753 ; 3.340.971.571 ; 8.138 ; 5.047.108.485 ; 20.547 ; 13.132.627.403 ; 1.122 ; 7.305.006.758 ; 3.446 ; 5.841.036.521 ; 4.568 ; 13.146.043.280 ; 25.115 ; 26.278.670.682 ;;;;
16;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 1.057 ; 468.857.858 ; 3.763 ; 710.301.965 ; 3.473 ; 3.206.314.989 ; 3.499 ; 1.278.710.543 ; 11.792 ; 5.664.185.355 ; 2.124 ; 5.710.651.635 ; 2.091 ; 7.404.613.029 ; 4.215 ; 13.115.264.664 ; 16.007 ; 18.779.450.019 ;;;;
17;61.146.577;BANCO BARCLAYS S.A.;;; 29 ; 14.722.126 ; 754 ; 4.060.416.423 ; 863 ; 3.558.528.481 ; 1.646 ; 7.633.667.030 ; 973 ; 5.222.052.752 ; 1.395 ; 5.705.244.081 ; 2.368 ; 10.927.296.833 ; 4.014 ; 18.560.963.863 ;;;;
18;61.820.817;BANCO PAULISTA S.A.; 454 ; 383.742.843 ; 2.575 ; 220.606.880 ; 4.476 ; 808.901.757 ; 12.238 ; 1.010.041.471 ; 19.743 ; 2.423.292.950 ; 7.758 ; 7.040.135.181 ; 54.353 ; 6.943.632.270 ; 62.111 ; 13.983.767.452 ; 81.854 ; 16.407.060.401 ;;;;
19;58.160.789;BANCO SAFRA S.A.; 1.405 ; 609.323.639 ; 8.702 ; 948.251.313 ; 5.706 ; 2.104.782.983 ; 16.988 ; 1.990.018.034 ; 32.801 ; 5.652.375.968 ; 815 ; 4.972.606.453 ; 749 ; 4.628.687.486 ; 1.564 ; 9.601.293.938 ; 34.365 ; 15.253.669.907 ;;;;
20;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 1.372 ; 5.195.486.141 ; 1.177 ; 4.613.381.778 ; 2.549 ; 9.808.867.920 ; 43 ; 1.716.569.990 ; 67 ; 2.344.107.396 ; 110 ; 4.060.677.386 ; 2.659 ; 13.869.545.305 ;;;;
21;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 119 ; 704.958.735 ; 214 ; 244.414.548 ; 192 ; 176.918.655 ; 336 ; 311.484.450 ; 861 ; 1.437.776.388 ; 826 ; 4.961.543.715 ; 1.129 ; 5.387.458.363 ; 1.955 ; 10.349.002.077 ; 2.816 ; 11.786.778.466 ;;;;
22;00.360.305;CAIXA ECONOMICA FEDERAL; 1.596 ; 1.011.476.658 ; 1.325 ; 84.050.259 ; 33.542 ; 3.722.792.360 ; 14.627 ; 2.951.266.921 ; 51.090 ; 7.769.586.198 ; 696 ; 1.059.958.273 ; 816 ; 2.755.604.275 ; 1.512 ; 3.815.562.548 ; 52.602 ; 11.585.148.746 ;;;;
23;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 301 ; 86.573.511 ; 2.263 ; 124.118.263 ; 1.396 ; 342.599.968 ; 6.550 ; 478.603.469 ; 10.510 ; 1.031.895.211 ; 9.226 ; 4.594.959.542 ; 65.355 ; 4.411.239.089 ; 74.581 ; 9.006.198.632 ; 85.091 ; 10.038.093.842 ;;;;
24;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 392 ; 1.465.995.100 ; 99 ; 111.578.437 ; 474 ; 1.153.726.860 ; 1.503 ; 1.320.772.938 ; 2.468 ; 4.052.073.335 ; 91 ; 984.235.134 ; 125 ; 2.013.478.869 ; 216 ; 2.997.714.003 ; 2.684 ; 7.049.787.338 ;;;;
25;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 867 ; 418.881.604 ; 2.943 ; 836.779.029 ; 2.276 ; 1.790.042.441 ; 3.247 ; 702.531.064 ; 9.333 ; 3.748.234.139 ; 424 ; 1.237.762.337 ; 558 ; 1.907.932.028 ; 982 ; 3.145.694.365 ; 10.315 ; 6.893.928.504 ;;;;
26;62.232.889;BANCO DAYCOVAL S.A.; 1.523 ; 311.397.723 ; 2.731 ; 200.685.213 ; 3.324 ; 477.589.898 ; 15.420 ; 931.836.004 ; 22.998 ; 1.921.508.838 ; 2.301 ; 2.413.491.301 ; 9.535 ; 2.053.631.867 ; 11.836 ; 4.467.123.168 ; 34.834 ; 6.388.632.006 ;;;;
27;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 80 ; 405.464.149 ; 12 ; 4.377.998 ; 107 ; 181.949.170 ; 321 ; 71.194.265 ; 520 ; 662.985.582 ; 580 ; 2.208.327.250 ; 608 ; 2.655.795.259 ; 1.188 ; 4.864.122.509 ; 1.708 ; 5.527.108.091 ;;;;
28;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 65 ; 187.617.868 ;;; 65 ; 187.617.868 ; 7 ; 2.500.000.000 ; 7 ; 2.500.000.000 ; 14 ; 5.000.000.000 ; 79 ; 5.187.617.868 ;;;;
29;49.336.860;ING BANK N.V.; 179 ; 1.155.839.816 ; 80 ; 183.251.770 ; 62 ; 567.537.134 ; 472 ; 372.142.488 ; 793 ; 2.278.771.207 ; 63 ; 704.024.937 ; 97 ; 1.737.792.970 ; 160 ; 2.441.817.907 ; 953 ; 4.720.589.114 ;;;;
30;68.900.810;BANCO RENDIMENTO S.A.; 53 ; 4.651.385 ; 383 ; 24.511.436 ; 40.823 ; 400.265.688 ; 12.187 ; 806.720.496 ; 53.446 ; 1.236.149.006 ; 2.532 ; 1.956.365.878 ; 48.152 ; 1.515.751.550 ; 50.684 ; 3.472.117.428 ; 104.130 ; 4.708.266.434 ;;;;
31;71.027.866;BANCO BONSUCESSO S.A.; 15 ; 540.028 ; 6 ; 83.582 ; 279 ; 7.166.314 ; 554 ; 28.182.013 ; 854 ; 35.971.936 ; 1.700 ; 2.208.794.414 ; 1.468 ; 2.188.020.868 ; 3.168 ; 4.396.815.282 ; 4.022 ; 4.432.787.219 ;;;;
32;28.195.667;BANCO ABC BRASIL S.A.; 331 ; 166.963.997 ; 693 ; 115.412.016 ; 220 ; 722.974.708 ; 2.028 ; 654.756.828 ; 3.272 ; 1.660.107.548 ; 190 ; 1.089.710.659 ; 214 ; 1.448.075.930 ; 404 ; 2.537.786.589 ; 3.676 ; 4.197.894.137 ;;;;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 175 ; 1.009.632.343 ; 873 ; 32.631.453 ; 1.188 ; 206.028.594 ; 3.457 ; 308.095.589 ; 5.693 ; 1.556.387.979 ; 1.639 ; 795.781.566 ; 1.586 ; 1.670.966.816 ; 3.225 ; 2.466.748.382 ; 8.918 ; 4.023.136.361 ;;;;
34;78.632.767;BANCO OURINVEST S.A.; 27 ; 8.753.419 ; 283 ; 25.557.733 ; 1.124 ; 25.721.839 ; 3.697 ; 82.588.842 ; 5.131 ; 142.621.833 ; 2.153 ; 1.916.296.939 ; 37.507 ; 1.830.720.450 ; 39.660 ; 3.747.017.389 ; 44.791 ; 3.889.639.222 ;;;;
35;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 207 ; 817.368.772 ;;; 306 ; 333.386.843 ; 454 ; 1.014.617.622 ; 967 ; 2.165.373.237 ; 24 ; 760.939.546 ; 19 ; 795.237.994 ; 43 ; 1.556.177.540 ; 1.010 ; 3.721.550.777 ;;;;
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 231 ; 706.705.695 ; 115 ; 30.461.600 ; 193 ; 421.101.639 ; 243 ; 91.816.276 ; 782 ; 1.250.085.210 ; 215 ; 358.588.090 ; 310 ; 1.402.496.120 ; 525 ; 1.761.084.210 ; 1.307 ; 3.011.169.419 ;;;;
37;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 45 ; 997.440.000 ; 27 ; 251.852.000 ; 72 ; 1.249.292.000 ; 27 ; 251.852.000 ; 45 ; 997.440.000 ; 72 ; 1.249.292.000 ; 144 ; 2.498.584.000 ;;;;
38;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO; 18 ; 5.871.998 ; 1 ; 153 ; 951 ; 189.133.060 ; 562 ; 450.266.212 ; 1.532 ; 645.271.424 ; 233 ; 941.337.399 ; 286 ; 739.655.880 ; 519 ; 1.680.993.279 ; 2.051 ; 2.326.264.703 ;;;;
39;07.450.604;BANCO INDUSTRIAL E COMERCIAL S.A.; 861 ; 354.490.477 ; 833 ; 112.865.311 ; 422 ; 538.290.306 ; 1.349 ; 235.040.224 ; 3.465 ; 1.240.686.318 ; 164 ; 203.148.654 ; 182 ; 722.551.716 ; 346 ; 925.700.370 ; 3.811 ; 2.166.386.688 ;;;;
40;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 5.359 ; 578.817.763 ; 8.499 ; 434.482.835 ; 2.464 ; 85.151.295 ; 9.708 ; 239.760.394 ; 26.030 ; 1.338.212.286 ; 256 ; 385.314.991 ; 243 ; 365.719.619 ; 499 ; 751.034.610 ; 26.529 ; 2.089.246.896 ;;;;
41;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1.521 ; 3.681.355 ; 18.964 ; 95.188.125 ; 20.485 ; 98.869.481 ; 4.287 ; 936.535.244 ; 957 ; 844.440.820 ; 5.244 ; 1.780.976.063 ; 25.729 ; 1.879.845.544 ;;;;
42;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 336 ; 4.627.764 ; 2.974 ; 68.484.309 ; 5.023 ; 56.585.931 ; 12.406 ; 465.495.518 ; 20.739 ; 595.193.523 ; 22.545 ; 828.728.527 ; 757 ; 355.869.314 ; 23.302 ; 1.184.597.841 ; 44.041 ; 1.779.791.364 ;;;;
43;33.923.798;BANCO MÁXIMA S.A.; 263 ; 6.501.825 ; 2.049 ; 82.960.064 ; 561 ; 140.026.002 ; 1.770 ; 144.203.799 ; 4.643 ; 373.691.689 ; 1.973 ; 690.840.331 ; 9.560 ; 613.510.340 ; 11.533 ; 1.304.350.671 ; 16.176 ; 1.678.042.361 ;;;;
44;07.656.500;BANCO KDB DO BRASIL S.A.;;; 1 ; 3.106.717 ; 986 ; 383.437.117 ; 1.062 ; 518.860.648 ; 2.049 ; 905.404.483 ; 92 ; 440.427.052 ; 274 ; 302.400.000 ; 366 ; 742.827.052 ; 2.415 ; 1.648.231.535 ;;;;
45;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 12 ; 39.839.661 ; 8 ; 662.452 ; 148 ; 144.725.639 ; 395 ; 54.136.696 ; 563 ; 239.364.448 ; 200 ; 610.527.968 ; 388 ; 765.980.319 ; 588 ; 1.376.508.287 ; 1.151 ; 1.615.872.735 ;;;;
46;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 80 ; 182.239.097 ; 139 ; 149.052.505 ; 60 ; 417.659.413 ; 514 ; 168.064.828 ; 793 ; 917.015.843 ; 71 ; 210.583.849 ; 71 ; 403.470.680 ; 142 ; 614.054.529 ; 935 ; 1.531.070.372 ;;;;
47;03.609.817;BANCO CARGILL S.A.; 97 ; 562.819.303 ; 24 ; 60.565.739 ; 13 ; 75.901.657 ; 112 ; 202.255.413 ; 246 ; 901.542.112 ; 23 ; 97.143.000 ; 44 ; 473.250.000 ; 67 ; 570.393.000 ; 313 ; 1.471.935.112 ;;;;
48;15.114.366;BANCO BBM S/A; 146 ; 83.486.632 ; 20 ; 57.174.276 ; 62 ; 90.262.081 ; 250 ; 38.719.265 ; 478 ; 269.642.254 ; 59 ; 551.576.557 ; 83 ; 626.576.128 ; 142 ; 1.178.152.685 ; 620 ; 1.447.794.939 ;;;;
49;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS; 33 ; 1.390.637 ; 8.978 ; 602.929.591 ; 1.776 ; 15.785.626 ; 19.214 ; 110.757.574 ; 30.001 ; 730.863.429 ; 7.350 ; 701.832.607 ; 194 ; 6.238.960 ; 7.544 ; 708.071.566 ; 37.545 ; 1.438.934.995 ;;;;
50;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 108 ; 663.045 ; 6.118 ; 65.024.476 ; 24.637 ; 411.005.882 ; 30.863 ; 476.693.403 ; 12.599 ; 569.467.890 ; 879 ; 221.267.069 ; 13.478 ; 790.734.959 ; 44.341 ; 1.267.428.363 ;;;;
51;03.532.415;BANCO ABN AMRO S.A.; 141 ; 520.385.656 ; 1 ; 3.442.920 ; 34 ; 7.106.362 ; 115 ; 10.067.200 ; 291 ; 541.002.138 ; 15 ; 64.937.113 ; 230 ; 580.028.521 ; 245 ; 644.965.634 ; 536 ; 1.185.967.772 ;;;;
52;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 200 ; 4.015.401 ; 1.071 ; 12.308.171 ; 8.200 ; 67.396.833 ; 43.074 ; 497.438.986 ; 52.545 ; 581.159.390 ; 5.910 ; 439.705.826 ; 64 ; 1.380.718 ; 5.974 ; 441.086.545 ; 58.519 ; 1.022.245.935 ;;;;
53;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 75 ; 2.155.373 ; 677 ; 11.691.651 ; 2.471 ; 19.945.717 ; 8.892 ; 141.186.522 ; 12.115 ; 174.979.263 ; 11.614 ; 488.171.375 ; 2.297 ; 357.117.979 ; 13.911 ; 845.289.354 ; 26.026 ; 1.020.268.617 ;;;;
54;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 37 ; 149.000.000 ; 127 ; 122.030.846 ; 173 ; 271.977.163 ; 129 ; 153.165.881 ; 466 ; 696.173.889 ; 45 ; 70.511.422 ; 153 ; 213.804.084 ; 198 ; 284.315.506 ; 664 ; 980.489.395 ;;;;
55;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 332 ; 6.077.423 ; 5.941 ; 153.293.730 ; 4.512 ; 66.365.159 ; 16.491 ; 332.129.831 ; 27.276 ; 557.866.143 ; 6.344 ; 414.719.656 ; 12 ; 1.958.372 ; 6.356 ; 416.678.027 ; 33.632 ; 974.544.170 ;;;;
56;59.285.411;BANCO PAN S.A.; 63 ; 62.001.932 ;;; 43 ; 21.118.085 ; 181 ; 355.857.278 ; 287 ; 438.977.295 ; 6 ; 353.598.858 ; 71 ; 152.230.000 ; 77 ; 505.828.858 ; 364 ; 944.806.153 ;;;;
57;62.144.175;BANCO PINE S.A.; 51 ; 92.834.013 ; 78 ; 52.427.659 ; 40 ; 86.060.980 ; 411 ; 155.608.999 ; 580 ; 386.931.652 ; 21 ; 267.154.831 ; 18 ; 267.156.288 ; 39 ; 534.311.119 ; 619 ; 921.242.770 ;;;;
58;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 13 ; 297.347 ; 511 ; 11.086.246 ; 1.524 ; 12.151.467 ; 7.339 ; 78.181.016 ; 9.387 ; 101.716.076 ; 6.413 ; 415.948.912 ; 704 ; 339.083.301 ; 7.117 ; 755.032.212 ; 16.504 ; 856.748.288 ;;;;
59;30.723.886;BANCO MODAL S.A.; 98 ; 23.268.146 ; 396 ; 47.022.878 ; 137 ; 172.411.751 ; 399 ; 86.820.161 ; 1.030 ; 329.522.936 ; 115 ; 225.232.821 ; 109 ; 284.147.342 ; 224 ; 509.380.163 ; 1.254 ; 838.903.098 ;;;;
60;58.616.418;BANCO FIBRA S.A.; 577 ; 50.460.345 ; 1.877 ; 127.518.690 ; 579 ; 109.601.252 ; 1.633 ; 206.435.248 ; 4.666 ; 494.015.535 ; 254 ; 279.527.132 ; 193 ; 64.748.956 ; 447 ; 344.276.087 ; 5.113 ; 838.291.623 ;;;;
61;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 611 ; 20.115.168 ; 7.725 ; 214.616.964 ; 6.199 ; 83.324.526 ; 18.912 ; 150.344.422 ; 33.447 ; 468.401.080 ; 4.669 ; 291.143.749 ; 707 ; 29.767.275 ; 5.376 ; 320.911.024 ; 38.823 ; 789.312.104 ;;;;
62;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 17 ; 134.139 ; 222 ; 2.049.516 ; 3.197 ; 94.354.268 ; 7.595 ; 361.662.807 ; 11.031 ; 458.200.731 ; 4.909 ; 298.962.432 ; 2.875 ; 30.842.351 ; 7.784 ; 329.804.783 ; 18.815 ; 788.005.515 ;;;;
63;59.118.133;BANCO LUSO BRASILEIRO S.A.; 100 ; 28.397.706 ; 3.801 ; 300.763.338 ; 91 ; 6.580.729 ; 753 ; 35.797.748 ; 4.745 ; 371.539.521 ; 1.823 ; 340.125.857 ; 162 ; 38.453.244 ; 1.985 ; 378.579.101 ; 6.730 ; 750.118.622 ;;;;
64;02.318.507;BANCO KEB DO BRASIL S.A.; 3 ; 1.486.697 ; 96 ; 19.454.821 ; 257 ; 266.259.941 ; 2.312 ; 301.510.620 ; 2.668 ; 588.712.079 ; 89 ; 91.100.759 ; 42 ; 37.687.790 ; 131 ; 128.788.549 ; 2.799 ; 717.500.628 ;;;;
65;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 747 ; 41.149.439 ; 13.302 ; 16.981.907 ; 23.912 ; 119.093.221 ; 37.961 ; 177.224.566 ; 10.567 ; 338.511.706 ; 608 ; 195.108.347 ; 11.175 ; 533.620.054 ; 49.136 ; 710.844.620 ;;;;
66;61.024.352;BANCO INDUSVAL S.A.; 328 ; 105.712.787 ; 276 ; 38.568.961 ; 117 ; 14.109.404 ; 545 ; 38.241.327 ; 1.266 ; 196.632.479 ; 239 ; 204.585.114 ; 309 ; 295.335.137 ; 548 ; 499.920.251 ; 1.814 ; 696.552.730 ;;;;
67;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 354 ; 12.506.231 ; 5.863 ; 231.233.907 ; 2.735 ; 58.112.009 ; 6.783 ; 73.832.941 ; 15.735 ; 375.685.087 ; 1.870 ; 268.198.885 ; 119 ; 33.606.123 ; 1.989 ; 301.805.008 ; 17.724 ; 677.490.095 ;;;;
68;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 104 ; 2.544.459 ; 3.812 ; 127.920.617 ; 1.551 ; 19.406.960 ; 5.253 ; 134.619.751 ; 10.720 ; 284.491.788 ; 7.581 ; 281.221.944 ; 1.066 ; 40.667.233 ; 8.647 ; 321.889.177 ; 19.367 ; 606.380.965 ;;;;
69;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 4.542 ; 205.231.871 ; 1.676 ; 72.026.740 ; 822 ; 35.603.953 ; 2.117 ; 22.034.269 ; 9.157 ; 334.896.832 ; 153 ; 60.078.692 ; 534 ; 202.744.567 ; 687 ; 262.823.259 ; 9.844 ; 597.720.091 ;;;;
70;60.889.128;BANCO SOFISA S.A.; 626 ; 127.937.461 ; 529 ; 41.179.104 ; 173 ; 45.697.819 ; 733 ; 65.190.365 ; 2.061 ; 280.004.749 ; 83 ; 91.836.601 ; 60 ; 204.858.503 ; 143 ; 296.695.104 ; 2.204 ; 576.699.853 ;;;;
71;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 4 ; 42.060 ; 315 ; 201.823.996 ; 120 ; 24.780.143 ; 1.965 ; 72.207.373 ; 2.404 ; 298.853.572 ; 248 ; 262.360.000 ; 13 ; 13.260.000 ; 261 ; 275.620.000 ; 2.665 ; 574.473.572 ;;;;
72;33.884.941;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.; 49 ; 1.847.179 ; 138 ; 2.459.147 ; 199 ; 202.255.643 ; 752 ; 227.753.932 ; 1.138 ; 434.315.900 ; 48 ; 58.395.774 ; 27 ; 36.915.782 ; 75 ; 95.311.556 ; 1.213 ; 529.627.456 ;;;;
73;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 59 ; 3.149.762 ; 1.805 ; 46.584.844 ; 3.422 ; 16.902.332 ; 11.866 ; 121.691.802 ; 17.152 ; 188.328.740 ; 8.643 ; 242.852.192 ; 3.365 ; 95.662.345 ; 12.008 ; 338.514.537 ; 29.160 ; 526.843.277 ;;;;
74;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 343 ; 570.199 ; 997 ; 21.956.580 ; 1.340 ; 22.526.779 ; 2.550 ; 253.774.030 ; 1.152 ; 232.394.494 ; 3.702 ; 486.168.524 ; 5.042 ; 508.695.302 ;;;;
