Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Nov/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
36;28.195.667;BANCO ABC BRASIL S.A.; 814 ; 315.671.215 ; 1.345 ; 118.382.271 ; 271 ; 760.229.033 ; 2.574 ; 683.189.480 ; 5.004 ; 1.877.472.000 ; 427 ; 1.691.907.165 ; 476 ; 1.499.089.092 ; 903 ; 3.190.996.257 ; 5.907 ; 5.068.468.256 ;
37;10.690.848;BANCO DA CHINA BRASIL S.A.; 99 ; 491.331.286 ; 111 ; 19.655.728 ; 143 ; 1.488.331.155 ; 496 ; 1.208.844.466 ; 849 ; 3.208.162.635 ; 207 ; 375.665.021 ; 242 ; 1.076.820.135 ; 449 ; 1.452.485.156 ; 1.298 ; 4.660.647.791 ;
38;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 437 ; 389.451.060 ; 1.324 ; 163.393.325 ; 599 ; 854.926.876 ; 750 ; 382.775.155 ; 3.110 ; 1.790.546.415 ; 887 ; 1.034.458.128 ; 927 ; 1.732.185.983 ; 1.814 ; 2.766.644.112 ; 4.924 ; 4.557.190.527 ;
39;61.146.577;BANCO BARCLAYS S.A.;;; 1 ; 39.012.310 ; 242 ; 725.701.954 ; 289 ; 1.038.985.991 ; 532 ; 1.803.700.254 ; 226 ; 1.022.675.532 ; 237 ; 679.096.143 ; 463 ; 1.701.771.675 ; 995 ; 3.505.471.929 ;
40;07.656.500;BANCO KDB DO BRASIL S.A.;;; 1 ; 334.848 ; 1.228 ; 747.984.184 ; 2.070 ; 457.104.157 ; 3.299 ; 1.205.423.189 ; 171 ; 745.916.829 ; 445 ; 985.636.679 ; 616 ; 1.731.553.508 ; 3.915 ; 2.936.976.697 ;
41;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 22 ; 147.000.000 ; 781 ; 182.809.457 ; 95 ; 1.142.224.471 ; 216 ; 1.050.011.125 ; 1.114 ; 2.522.045.053 ; 240 ; 156.055.028 ; 94 ; 230.869.368 ; 334 ; 386.924.396 ; 1.448 ; 2.908.969.448 ;
42;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 206 ; 64.873.803 ; 886 ; 103.168.298 ; 792 ; 1.202.135.352 ; 827 ; 915.350.080 ; 2.711 ; 2.285.527.533 ; 595 ; 163.779.791 ; 341 ; 413.845.712 ; 936 ; 577.625.503 ; 3.647 ; 2.863.153.036 ;
43;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 325 ; 500.432.368 ; 291 ; 223.049.141 ; 108 ; 577.814.883 ; 933 ; 573.173.825 ; 1.657 ; 1.874.470.216 ; 42 ; 372.678.847 ; 57 ; 562.693.080 ; 99 ; 935.371.927 ; 1.756 ; 2.809.842.142 ;
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 9.727 ; 757.078.454 ; 10.547 ; 471.911.464 ; 3.914 ; 254.100.206 ; 12.374 ; 349.178.417 ; 36.562 ; 1.832.268.541 ; 299 ; 347.092.374 ; 362 ; 533.218.413 ; 661 ; 880.310.787 ; 37.223 ; 2.712.579.328 ;
45;58.616.418;BANCO FIBRA S.A.; 1.179 ; 266.679.743 ; 3.862 ; 298.574.001 ; 474 ; 345.220.301 ; 2.219 ; 618.871.116 ; 7.734 ; 1.529.345.161 ; 144 ; 611.139.679 ; 86 ; 296.967.397 ; 230 ; 908.107.076 ; 7.964 ; 2.437.452.237 ;
