Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado em OUTUBRO / 2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
10;30.306.294;BANCO BTG PACTUAL S.A.; 66 ; 74.525.562 ; 9 ; 488.557 ; 511 ; 738.631.545 ; 591 ; 1.052.642.203 ; 1.177 ; 1.866.287.868 ; 128 ; 3.292.801.585 ; 114 ; 3.555.145.843 ; 242 ; 6.847.947.429 ; 1.419 ; 8.714.235.297 ;;;;
11;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 10 ; 3.808.855 ;;; 277 ; 507.498.367 ; 254 ; 223.619.320 ; 541 ; 734.926.542 ; 332 ; 2.896.216.851 ; 471 ; 3.308.907.718 ; 803 ; 6.205.124.569 ; 1.344 ; 6.940.051.110 ;;;;
12;61.533.584;BANCO SOCIETE GENERALE BRASIL S.A.; 16 ; 148.322.829 ; 120 ; 18.266.294 ; 197 ; 783.206.198 ; 283 ; 590.339.163 ; 616 ; 1.540.134.484 ; 110 ; 2.139.781.267 ; 122 ; 2.431.729.570 ; 232 ; 4.571.510.837 ; 848 ; 6.111.645.321 ;;;;
13;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 15 ; 68.719.574 ; 2 ; 283.571 ; 20 ; 283.578.275 ; 67 ; 52.957.193 ; 104 ; 405.538.613 ; 123 ; 2.548.309.188 ; 128 ; 2.827.110.129 ; 251 ; 5.375.419.317 ; 355 ; 5.780.957.930 ;;;;
14;02.801.938;BANCO MORGAN STANLEY S.A.;;;;; 504 ; 1.194.153.276 ; 421 ; 1.789.976.432 ; 925 ; 2.984.129.708 ; 39 ; 1.364.550.210 ; 34 ; 927.062.784 ; 73 ; 2.291.612.994 ; 998 ; 5.275.742.702 ;;;;
15;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 102 ; 136.633.106 ; 352 ; 132.597.506 ; 244 ; 1.352.524.245 ; 373 ; 1.202.881.033 ; 1.071 ; 2.824.635.890 ; 27 ; 706.036.300 ; 28 ; 1.068.424.738 ; 55 ; 1.774.461.038 ; 1.126 ; 4.599.096.928 ;;;;
16;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 96 ; 841.666.060 ; 258 ; 1.612.964.210 ; 354 ; 2.454.630.270 ; 29 ; 1.505.341.400 ; 9 ; 450.344.610 ; 38 ; 1.955.686.010 ; 392 ; 4.410.316.280 ;;;;
17;59.588.111;BANCO VOTORANTIM S.A.; 205 ; 334.569.280 ; 1.868 ; 425.142.148 ; 322 ; 632.523.943 ; 1.097 ; 691.526.771 ; 3.492 ; 2.083.762.141 ; 245 ; 978.542.039 ; 526 ; 831.531.907 ; 771 ; 1.810.073.945 ; 4.263 ; 3.893.836.086 ;;;;
18;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 158 ; 354.432.044 ; 489 ; 57.582.586 ; 571 ; 493.622.304 ; 472 ; 346.765.178 ; 1.690 ; 1.252.402.113 ; 363 ; 992.931.973 ; 381 ; 1.437.553.830 ; 744 ; 2.430.485.803 ; 2.434 ; 3.682.887.916 ;;;;
19;61.146.577;BANCO BARCLAYS S.A.;;;;; 100 ; 195.609.486 ; 153 ; 453.061.339 ; 253 ; 648.670.824 ; 168 ; 595.867.437 ; 198 ; 390.141.869 ; 366 ; 986.009.306 ; 619 ; 1.634.680.130 ;;;;
20;58.160.789;BANCO SAFRA S.A.; 162 ; 26.964.243 ; 918 ; 143.810.806 ; 770 ; 91.468.172 ; 2.103 ; 357.502.834 ; 3.953 ; 619.746.055 ; 122 ; 527.899.354 ; 106 ; 303.060.226 ; 228 ; 830.959.580 ; 4.181 ; 1.450.705.635 ;;;;
21;61.820.817;BANCO PAULISTA S.A.; 99 ; 74.308.239 ; 388 ; 27.672.176 ; 678 ; 114.346.235 ; 1.459 ; 116.649.827 ; 2.624 ; 332.976.477 ; 1.082 ; 466.084.566 ; 6.835 ; 521.853.088 ; 7.917 ; 987.937.654 ; 10.541 ; 1.320.914.131 ;;;;
22;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 5 ; 73.500.000 ; 41 ; 6.700.133 ; 17 ; 23.605.631 ; 53 ; 12.777.998 ; 116 ; 116.583.762 ; 100 ; 456.825.280 ; 122 ; 547.442.528 ; 222 ; 1.004.267.808 ; 338 ; 1.120.851.570 ;;;;
23;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 71 ; 7.733.690 ; 113 ; 25.428.651 ; 34 ; 15.593.601 ; 271 ; 420.017.227 ; 489 ; 468.773.168 ; 34 ; 428.915.306 ; 11 ; 6.743.690 ; 45 ; 435.658.996 ; 534 ; 904.432.164 ;;;;
24;49.336.860;ING BANK N.V.; 23 ; 189.301.369 ; 7 ; 21.587.875 ; 20 ; 2.124.987 ; 69 ; 38.312.547 ; 119 ; 251.326.777 ; 23 ; 233.534.680 ; 33 ; 378.501.004 ; 56 ; 612.035.684 ; 175 ; 863.362.461 ;;;;
25;71.027.866;BANCO BONSUCESSO S.A.; 3 ; 370.600 ; 1 ; 5.885 ; 38 ; 2.758.143 ; 87 ; 4.829.096 ; 129 ; 7.963.724 ; 304 ; 409.543.266 ; 225 ; 407.907.879 ; 529 ; 817.451.144 ; 658 ; 825.414.868 ;;;;
26;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 138 ; 23.455.436 ; 450 ; 110.435.201 ; 338 ; 207.701.838 ; 586 ; 56.314.880 ; 1.512 ; 397.907.357 ; 100 ; 156.694.851 ; 86 ; 218.517.155 ; 186 ; 375.212.006 ; 1.698 ; 773.119.363 ;;;;
27;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 60 ; 2.529.086 ; 388 ; 15.433.986 ; 243 ; 11.312.730 ; 1.231 ; 34.764.030 ; 1.922 ; 64.039.832 ; 1.210 ; 353.579.378 ; 8.769 ; 326.548.657 ; 9.979 ; 680.128.035 ; 11.901 ; 744.167.867 ;;;;
28;00.360.305;CAIXA ECONOMICA FEDERAL; 228 ; 131.377.350 ; 159 ; 13.864.294 ; 5.260 ; 99.651.802 ; 896 ; 57.054.527 ; 6.543 ; 301.947.973 ; 108 ; 116.388.913 ; 122 ; 268.376.987 ; 230 ; 384.765.900 ; 6.773 ; 686.713.873 ;;;;
29;62.232.889;BANCO DAYCOVAL S.A.; 205 ; 25.550.602 ; 324 ; 15.609.655 ; 450 ; 15.993.563 ; 1.399 ; 70.825.989 ; 2.378 ; 127.979.808 ; 335 ; 275.664.532 ; 1.458 ; 228.517.912 ; 1.793 ; 504.182.444 ; 4.171 ; 632.162.252 ;;;;
30;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 30 ; 22.847.988 ; 99 ; 10.878.230 ; 24 ; 144.233.557 ; 57 ; 198.764.166 ; 210 ; 376.723.940 ; 59 ; 101.765.678 ; 61 ; 103.703.684 ; 120 ; 205.469.362 ; 330 ; 582.193.302 ;;;;
31;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 41 ; 124.022.982 ;;; 48 ; 26.515.066 ; 56 ; 62.204.530 ; 145 ; 212.742.578 ; 9 ; 285.043.569 ;;; 9 ; 285.043.569 ; 154 ; 497.786.147 ;;;;
32;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 66 ; 103.458.429 ; 20 ; 24.313.271 ; 98 ; 190.206.585 ; 276 ; 56.275.733 ; 460 ; 374.254.019 ; 12 ; 5.606.889 ; 20 ; 111.143.655 ; 32 ; 116.750.544 ; 492 ; 491.004.563 ;;;;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 38 ; 131.724.335 ; 131 ; 7.767.989 ; 178 ; 27.935.578 ; 487 ; 45.445.779 ; 834 ; 212.873.681 ; 240 ; 73.925.551 ; 192 ; 180.801.047 ; 432 ; 254.726.598 ; 1.266 ; 467.600.279 ;;;;
34;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; 6 ; 29.350.310 ; 16 ; 17.683.919 ; 11 ; 151.212.998 ; 16 ; 1.967.611 ; 49 ; 200.214.839 ; 17 ; 20.086.235 ; 19 ; 180.560.632 ; 36 ; 200.646.868 ; 85 ; 400.861.706 ;;;;
35;68.900.810;BANCO RENDIMENTO S.A.; 10 ; 528.149 ; 65 ; 12.491.483 ; 5.872 ; 77.018.515 ; 1.194 ; 41.561.267 ; 7.141 ; 131.599.414 ; 282 ; 94.219.362 ; 4.942 ; 126.758.201 ; 5.224 ; 220.977.563 ; 12.365 ; 352.576.977 ;;;;
36;78.632.767;BANCO OURINVEST S.A.; 17 ; 9.224.242 ; 67 ; 3.042.321 ; 223 ; 5.609.191 ; 528 ; 8.889.357 ; 835 ; 26.765.111 ; 298 ; 151.082.587 ; 5.335 ; 162.219.646 ; 5.633 ; 313.302.233 ; 6.468 ; 340.067.345 ;;;;
37;33.923.798;BANCO MÁXIMA S.A.; 34 ; 883.738 ; 284 ; 10.589.715 ; 97 ; 95.785.181 ; 212 ; 94.814.862 ; 627 ; 202.073.496 ; 137 ; 41.094.245 ; 619 ; 33.761.429 ; 756 ; 74.855.674 ; 1.383 ; 276.929.170 ;;;;
38;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 1 ; 50.000.000 ; 14 ; 82.600.000 ; 15 ; 132.600.000 ; 14 ; 86.100.000 ; 2 ; 53.500.000 ; 16 ; 139.600.000 ; 31 ; 272.200.000 ;;;;
39;28.195.667;BANCO ABC BRASIL S.A.; 45 ; 21.466.976 ; 139 ; 40.472.126 ; 22 ; 17.935.452 ; 282 ; 100.451.954 ; 488 ; 180.326.508 ; 29 ; 80.884.691 ; 25 ; 5.532.306 ; 54 ; 86.416.997 ; 542 ; 266.743.505 ;;;;
40;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 88.320 ; 2 ; 19.587 ; 135 ; 7.794.758 ; 65 ; 18.728.522 ; 203 ; 26.631.187 ; 17 ; 108.233.009 ; 20 ; 101.768.610 ; 37 ; 210.001.618 ; 240 ; 236.632.805 ;;;;
41;03.609.817;BANCO CARGILL S.A.; 40 ; 97.509.271 ; 4 ; 6.112.556 ; 2 ; 5.114.585 ; 36 ; 45.244.878 ; 82 ; 153.981.290 ; 2 ; 3.000.000 ; 7 ; 63.750.000 ; 9 ; 66.750.000 ; 91 ; 220.731.290 ;;;;
42;61.186.680;BANCO BMG S.A.; 11 ; 18.939.240 ; 1 ; 30.588 ; 4 ; 2.330.058 ; 23 ; 79.711.553 ; 39 ; 101.011.438 ; 5 ; 79.764.960 ; 9 ; 19.491.289 ; 14 ; 99.256.249 ; 53 ; 200.267.687 ;;;;
43;58.616.418;BANCO FIBRA S.A.; 289 ; 20.295.028 ; 453 ; 27.014.850 ; 54 ; 22.565.639 ; 249 ; 35.032.603 ; 1.045 ; 104.908.120 ; 52 ; 55.540.262 ; 47 ; 25.532.048 ; 99 ; 81.072.310 ; 1.144 ; 185.980.430 ;;;;
44;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 796 ; 56.338.520 ; 939 ; 48.573.660 ; 356 ; 9.505.920 ; 1.118 ; 13.149.580 ; 3.209 ; 127.567.680 ; 21 ; 25.628.431 ; 24 ; 28.339.885 ; 45 ; 53.968.315 ; 3.254 ; 181.535.995 ;;;;
45;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 5 ; 10.140.000 ; 14 ; 13.842.654 ; 5 ; 610.602 ; 72 ; 53.918.723 ; 96 ; 78.511.979 ; 9 ; 71.606.218 ; 6 ; 13.106.344 ; 15 ; 84.712.561 ; 111 ; 163.224.540 ;;;;
46;03.532.415;BANCO ABN AMRO S.A.; 25 ; 69.978.000 ;;; 6 ; 5.720.013 ; 23 ; 1.014.188 ; 54 ; 76.712.201 ; 1 ; 600.000 ; 41 ; 74.993.534 ; 42 ; 75.593.534 ; 96 ; 152.305.736 ;;;;
47;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 24 ; 4.394.173 ; 38 ; 2.951.565 ; 55 ; 64.012.600 ; 58 ; 2.048.107 ; 175 ; 73.406.445 ; 8 ; 5.870.000 ; 16 ; 68.234.000 ; 24 ; 74.104.000 ; 199 ; 147.510.445 ;;;;
48;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 62 ; 1.336.910 ; 445 ; 10.276.597 ; 992 ; 9.878.628 ; 2.014 ; 34.534.558 ; 3.513 ; 56.026.693 ; 1.978 ; 60.813.281 ; 102 ; 27.371.781 ; 2.080 ; 88.185.062 ; 5.593 ; 144.211.755 ;;;;
49;10.690.848;BANCO DA CHINA BRASIL S.A.; 15 ; 9.893.297 ; 13 ; 5.284.232 ; 8 ; 17.148.910 ; 76 ; 6.227.107 ; 112 ; 38.553.546 ; 24 ; 28.538.831 ; 17 ; 72.515.834 ; 41 ; 101.054.665 ; 153 ; 139.608.211 ;;;;
50;30.723.886;BANCO MODAL S.A.; 16 ; 4.568.810 ; 63 ; 21.418.087 ; 30 ; 51.874.491 ; 49 ; 3.696.285 ; 158 ; 81.557.673 ; 5 ; 13.446.574 ; 10 ; 43.425.738 ; 15 ; 56.872.311 ; 173 ; 138.429.984 ;;;;
51;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 126 ; 14.776.949 ; 107 ; 6.600.620 ; 233 ; 21.377.569 ; 7 ; 4.100.000 ; 30 ; 112.449.578 ; 37 ; 116.549.578 ; 270 ; 137.927.147 ;;;;
52;15.114.366;BANCO BBM S/A; 23 ; 19.621.070 ; 2 ; 7.177 ; 20 ; 1.450.447 ; 46 ; 42.294.746 ; 91 ; 63.373.439 ; 11 ; 41.222.163 ; 6 ; 20.221.485 ; 17 ; 61.443.647 ; 108 ; 124.817.087 ;;;;
53;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 217 ; 168.574 ; 1.645 ; 4.428.670 ; 1.862 ; 4.597.244 ; 537 ; 59.156.433 ; 72 ; 54.908.084 ; 609 ; 114.064.517 ; 2.471 ; 118.661.761 ;;;;
54;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 13 ; 145.023 ; 86 ; 1.379.300 ; 349 ; 3.400.941 ; 1.025 ; 13.433.175 ; 1.473 ; 18.358.440 ; 1.484 ; 54.754.374 ; 345 ; 43.521.312 ; 1.829 ; 98.275.686 ; 3.302 ; 116.634.126 ;;;;
55;59.118.133;BANCO LUSO BRASILEIRO S.A.; 38 ; 7.106.337 ; 355 ; 37.675.073 ; 36 ; 17.010.942 ; 224 ; 7.680.284 ; 653 ; 69.472.637 ; 317 ; 32.930.016 ; 68 ; 11.867.858 ; 385 ; 44.797.874 ; 1.038 ; 114.270.511 ;;;;
56;72.760.713;RENOVA S.A. CORRETORA DE CÂMBIO; 5 ; 116.151 ; 73 ; 1.580.434 ; 279 ; 2.251.353 ; 878 ; 4.781.231 ; 1.235 ; 8.729.170 ; 689 ; 53.936.500 ; 108 ; 49.930.241 ; 797 ; 103.866.740 ; 2.032 ; 112.595.910 ;;;;
57;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 47 ; 96.048 ; 107 ; 993.539 ; 154 ; 1.089.587 ; 268 ; 55.699.088 ; 144 ; 54.795.426 ; 412 ; 110.494.514 ; 566 ; 111.584.101 ;;;;
58;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 21 ; 564.092 ; 909 ; 29.697.812 ; 493 ; 7.977.805 ; 1.352 ; 19.578.730 ; 2.775 ; 57.818.440 ; 1.380 ; 46.029.481 ; 180 ; 5.310.616 ; 1.560 ; 51.340.097 ; 4.335 ; 109.158.537 ;;;;
59;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 60 ; 1.567.955 ; 969 ; 25.655.375 ; 622 ; 12.841.681 ; 1.896 ; 26.760.460 ; 3.547 ; 66.825.470 ; 703 ; 39.810.940 ; 15 ; 1.846.047 ; 718 ; 41.656.987 ; 4.265 ; 108.482.457 ;;;;
60;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 42 ; 759.238 ; 169 ; 2.015.714 ; 1.154 ; 9.059.811 ; 4.748 ; 50.446.428 ; 6.113 ; 62.281.190 ; 723 ; 42.898.902 ; 6 ; 253.064 ; 729 ; 43.151.965 ; 6.842 ; 105.433.156 ;;;;
61;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 107 ; 2.593.416 ; 1.218 ; 29.557.276 ; 897 ; 8.137.508 ; 2.561 ; 17.487.445 ; 4.783 ; 57.775.646 ; 541 ; 41.689.971 ; 130 ; 5.385.780 ; 671 ; 47.075.751 ; 5.454 ; 104.851.397 ;;;;
62;15.357.060;BANCO WOORI BANK DO BRASIL S.A.;;; 52 ; 35.056.513 ; 26 ; 1.077.351 ; 442 ; 15.041.170 ; 520 ; 51.175.034 ; 36 ; 49.010.000 ;;; 36 ; 49.010.000 ; 556 ; 100.185.034 ;;;;
63;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 6 ; 286.520 ; 164 ; 5.111.501 ; 45 ; 33.995.085 ; 328 ; 4.433.638 ; 543 ; 43.826.744 ; 157 ; 11.907.865 ; 296 ; 37.016.552 ; 453 ; 48.924.417 ; 996 ; 92.751.161 ;;;;
64;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 46 ; 19.343.318 ; 39 ; 27.428.790 ; 85 ; 46.772.108 ; 26 ; 26.249.435 ; 27 ; 18.183.000 ; 53 ; 44.432.435 ; 138 ; 91.204.543 ;;;;
65;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.;;; 10 ; 11.347.777 ; 24 ; 23.155.919 ; 77 ; 4.856.379 ; 111 ; 39.360.075 ; 7 ; 22.261.355 ; 7 ; 29.279.130 ; 14 ; 51.540.485 ; 125 ; 90.900.560 ;;;;
66;60.889.128;BANCO SOFISA S.A.; 114 ; 34.886.646 ; 47 ; 2.071.382 ; 18 ; 1.341.612 ; 81 ; 897.456 ; 260 ; 39.197.095 ; 7 ; 30.209.181 ; 12 ; 21.201.465 ; 19 ; 51.410.646 ; 279 ; 90.607.741 ;;;;
67;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 709 ; 30.831.300 ; 226 ; 8.793.456 ; 59 ; 254.718 ; 169 ; 1.532.893 ; 1.163 ; 41.412.366 ; 20 ; 7.855.812 ; 84 ; 28.124.367 ; 104 ; 35.980.179 ; 1.267 ; 77.392.545 ;;;;
68;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 1 ; 3.971 ; 38 ; 265.765 ; 731 ; 21.271.873 ; 872 ; 35.027.650 ; 1.642 ; 56.569.258 ; 476 ; 14.233.337 ; 172 ; 1.143.139 ; 648 ; 15.376.476 ; 2.290 ; 71.945.735 ;;;;
69;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;;;; 653 ; 9.152.439 ; 1.662 ; 33.332.526 ; 2.315 ; 42.484.965 ; 1.497 ; 23.587.276 ; 18 ; 488.897 ; 1.515 ; 24.076.173 ; 3.830 ; 66.561.137 ;;;;
70;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 14 ; 758.142 ; 206 ; 3.606.434 ; 615 ; 4.243.929 ; 1.322 ; 12.548.612 ; 2.157 ; 21.157.117 ; 1.390 ; 27.685.200 ; 417 ; 16.482.752 ; 1.807 ; 44.167.952 ; 3.964 ; 65.325.069 ;;;;
71;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;;; 11 ; 384.424 ; 600 ; 3.345.675 ; 964 ; 9.420.170 ; 1.575 ; 13.150.269 ; 1.272 ; 27.764.178 ; 83 ; 21.277.812 ; 1.355 ; 49.041.990 ; 2.930 ; 62.192.259 ;;;;
72;59.285.411;BANCO PAN S.A.; 5 ; 3.946.665 ;;; 5 ; 189.313 ; 25 ; 21.684.270 ; 35 ; 25.820.248 ; 2 ; 21.500.000 ; 11 ; 14.500.000 ; 13 ; 36.000.000 ; 48 ; 61.820.248 ;;;;
73;92.894.922;BANCO ORIGINAL S.A.; 11 ; 4.700.965 ; 244 ; 31.771.354 ; 11 ; 612 ; 145 ; 1.934.589 ; 411 ; 38.407.521 ; 20 ; 17.566.808 ; 17 ; 2.478.778 ; 37 ; 20.045.586 ; 448 ; 58.453.107 ;;;;
74;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 68 ; 1.613.988 ; 542 ; 20.109.262 ; 231 ; 3.637.898 ; 640 ; 5.589.277 ; 1.481 ; 30.950.425 ; 249 ; 22.633.863 ; 22 ; 2.117.334 ; 271 ; 24.751.197 ; 1.752 ; 55.701.622 ;;;;
75;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 348 ; 18.908.058 ; 273 ; 6.745.441 ; 163 ; 2.561.748 ; 249 ; 10.915.727 ; 1.033 ; 39.130.975 ; 22 ; 5.069.921 ; 15 ; 8.891.105 ; 37 ; 13.961.026 ; 1.070 ; 53.092.001 ;;;;
76;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 61 ; 11.679.027 ; 30 ; 3.566.910 ; 12 ; 550.462 ; 41 ; 7.044.198 ; 144 ; 22.840.597 ; 17 ; 11.756.058 ; 26 ; 13.135.343 ; 43 ; 24.891.401 ; 187 ; 47.731.997 ;;;;
77;65.982.589;GRACO CORRETORA DE CAMBIO S.A.; 1 ; 1.804 ; 66 ; 1.839.137 ; 135 ; 398.291 ; 511 ; 3.782.789 ; 713 ; 6.022.021 ; 499 ; 21.360.393 ; 69 ; 16.142.941 ; 568 ; 37.503.334 ; 1.281 ; 43.525.355 ;;;;
78;61.024.352;BANCO INDUSVAL S.A.; 72 ; 10.824.890 ; 48 ; 4.225.855 ; 9 ; 1.147.844 ; 82 ; 2.660.557 ; 211 ; 18.859.146 ; 23 ; 5.871.817 ; 34 ; 16.625.189 ; 57 ; 22.497.006 ; 268 ; 41.356.153 ;;;;
79;04.913.711;BANCO DO ESTADO DO PARÁ S.A.; 29 ; 3.060.246 ;;; 5 ; 16.701.754 ; 43 ; 86.135 ; 77 ; 19.848.134 ; 6 ; 177.072 ; 15 ; 19.625.588 ; 21 ; 19.802.660 ; 98 ; 39.650.793 ;;;;
80;24.074.692;GUITTA CORRETORA DE CAMBIO LTDA.; 42 ; 756.739 ; 758 ; 14.169.495 ; 153 ; 2.564.470 ; 642 ; 4.429.217 ; 1.595 ; 21.919.921 ; 487 ; 16.176.590 ; 16 ; 918.664 ; 503 ; 17.095.254 ; 2.098 ; 39.015.175 ;;;;
