Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de Câmbio Contratado - Acumulado Jan-Abr/2016;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
10;30.306.294;BANCO BTG PACTUAL S.A.; 103 ; 418.459.950 ; 100 ; 15.502.816 ; 1.153 ; 1.972.103.502 ; 1.855 ; 1.884.254.380 ; 3.211 ; 4.290.320.648 ; 392 ; 11.575.377.485 ; 430 ; 11.712.711.232 ; 822 ; 23.288.088.717 ; 4.033 ; 27.578.409.365 ;
11;33.987.793;BANCO DE INVESTIMENTOS CREDIT SUISSE (BRASIL) S.A.; 17 ; 9.304.461 ;;; 1.137 ; 4.539.180.437 ; 1.359 ; 2.781.164.032 ; 2.513 ; 7.329.648.931 ; 538 ; 8.894.226.104 ; 691 ; 10.854.974.072 ; 1.229 ; 19.749.200.176 ; 3.742 ; 27.078.849.107 ;
12;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 799 ; 1.123.656.745 ; 2.507 ; 503.289.130 ; 2.462 ; 5.109.686.692 ; 4.889 ; 4.135.405.613 ; 10.657 ; 10.872.038.180 ; 1.051 ; 5.685.964.692 ; 1.085 ; 7.356.427.692 ; 2.136 ; 13.042.392.385 ; 12.793 ; 23.914.430.565 ;
13;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 34 ; 72.160.973 ;;; 34 ; 72.160.973 ; 32 ; 9.880.000.000 ; 32 ; 9.880.000.000 ; 64 ; 19.760.000.000 ; 98 ; 19.832.160.973 ;
14;02.801.938;BANCO MORGAN STANLEY S.A.; 1 ; 39.000.000 ;;; 2.225 ; 4.394.771.556 ; 1.403 ; 5.358.651.462 ; 3.629 ; 9.792.423.018 ; 159 ; 4.043.429.893 ; 119 ; 2.996.189.387 ; 278 ; 7.039.619.281 ; 3.907 ; 16.832.042.299 ;
15;62.331.228;DEUTSCHE BANK S.A. - BANCO ALEMAO; 738 ; 1.767.878.260 ; 3.062 ; 929.337.315 ; 1.369 ; 2.375.232.756 ; 4.058 ; 2.527.878.564 ; 9.227 ; 7.600.326.896 ; 273 ; 4.043.203.489 ; 315 ; 4.293.734.958 ; 588 ; 8.336.938.448 ; 9.815 ; 15.937.265.344 ;
16;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 564 ; 176.362.538 ; 1.728 ; 294.134.128 ; 2.106 ; 1.146.334.448 ; 2.075 ; 889.105.834 ; 6.473 ; 2.505.936.948 ; 1.404 ; 6.096.671.986 ; 1.355 ; 6.233.435.828 ; 2.759 ; 12.330.107.814 ; 9.232 ; 14.836.044.762 ;
17;59.588.111;BANCO VOTORANTIM S.A.; 511 ; 1.044.909.400 ; 4.691 ; 741.325.684 ; 1.174 ; 1.977.736.656 ; 4.046 ; 3.280.614.612 ; 10.422 ; 7.044.586.351 ; 1.163 ; 4.307.737.954 ; 2.495 ; 3.330.079.264 ; 3.658 ; 7.637.817.218 ; 14.080 ; 14.682.403.569 ;
18;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 636 ; 2.832.068.024 ; 686 ; 3.549.568.975 ; 1.322 ; 6.381.637.000 ; 90 ; 3.545.324.122 ; 100 ; 2.725.066.227 ; 190 ; 6.270.390.349 ; 1.512 ; 12.652.027.349 ;
19;58.160.789;BANCO SAFRA S.A.; 611 ; 331.525.611 ; 2.552 ; 301.184.454 ; 3.089 ; 445.941.700 ; 8.057 ; 1.194.864.870 ; 14.309 ; 2.273.516.635 ; 490 ; 2.998.191.489 ; 452 ; 2.152.934.702 ; 942 ; 5.151.126.191 ; 15.251 ; 7.424.642.826 ;
20;00.360.305;CAIXA ECONOMICA FEDERAL; 1.035 ; 492.494.424 ; 678 ; 44.517.277 ; 19.896 ; 312.529.958 ; 5.236 ; 2.078.748.032 ; 26.845 ; 2.928.289.691 ; 324 ; 2.114.556.198 ; 367 ; 791.734.694 ; 691 ; 2.906.290.892 ; 27.536 ; 5.834.580.583 ;
21;61.820.817;BANCO PAULISTA S.A.; 391 ; 233.219.580 ; 1.337 ; 97.027.376 ; 2.656 ; 403.062.495 ; 3.494 ; 410.440.317 ; 7.878 ; 1.143.749.769 ; 4.375 ; 1.990.277.822 ; 33.528 ; 2.132.895.890 ; 37.903 ; 4.123.173.712 ; 45.781 ; 5.266.923.481 ;
22;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 49 ; 111.116.600 ; 323 ; 103.168.026 ; 158 ; 293.064.519 ; 264 ; 350.843.297 ; 794 ; 858.192.443 ; 403 ; 1.833.580.887 ; 473 ; 1.771.392.304 ; 876 ; 3.604.973.191 ; 1.670 ; 4.463.165.634 ;
23;49.336.860;ING BANK N.V.; 108 ; 377.700.749 ; 28 ; 39.200.970 ; 35 ; 194.253.820 ; 275 ; 257.680.507 ; 446 ; 868.836.046 ; 73 ; 1.199.482.060 ; 74 ; 1.270.869.270 ; 147 ; 2.470.351.330 ; 593 ; 3.339.187.376 ;
24;71.027.866;BANCO BONSUCESSO S.A.; 8 ; 210.957 ; 13 ; 4.566.769 ; 144 ; 22.430.506 ; 570 ; 20.942.259 ; 735 ; 48.150.491 ; 923 ; 1.484.259.065 ; 1.473 ; 1.478.139.209 ; 2.396 ; 2.962.398.274 ; 3.131 ; 3.010.548.766 ;
25;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 248 ; 7.918.551 ; 3.144 ; 151.484.989 ; 1.612 ; 165.477.002 ; 5.538 ; 219.276.658 ; 10.542 ; 544.157.201 ; 5.118 ; 1.309.917.282 ; 30.685 ; 1.112.983.704 ; 35.803 ; 2.422.900.986 ; 46.345 ; 2.967.058.187 ;
26;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 1 ; 3.863.000 ; 73 ; 1.421.770.000 ; 74 ; 1.425.633.000 ; 73 ; 1.421.770.000 ; 1 ; 3.863.000 ; 74 ; 1.425.633.000 ; 148 ; 2.851.266.000 ;
27;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 505 ; 124.328.139 ; 1.576 ; 248.213.939 ; 1.384 ; 757.527.452 ; 1.883 ; 525.903.270 ; 5.348 ; 1.655.972.800 ; 225 ; 531.814.879 ; 278 ; 637.686.295 ; 503 ; 1.169.501.174 ; 5.851 ; 2.825.473.974 ;
28;01.023.570;BANCO RABOBANK INTERNATIONAL BRASIL S.A.; 232 ; 652.798.191 ; 51 ; 51.301.791 ; 286 ; 375.389.999 ; 585 ; 564.226.871 ; 1.154 ; 1.643.716.853 ; 58 ; 145.942.725 ; 87 ; 851.021.160 ; 145 ; 996.963.885 ; 1.299 ; 2.640.680.738 ;
29;62.232.889;BANCO DAYCOVAL S.A.; 1.025 ; 113.873.140 ; 1.269 ; 106.588.473 ; 1.836 ; 72.418.545 ; 5.621 ; 493.380.343 ; 9.751 ; 786.260.501 ; 1.485 ; 1.085.361.327 ; 5.003 ; 738.568.064 ; 6.488 ; 1.823.929.390 ; 16.239 ; 2.610.189.891 ;
30;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 26 ; 263.916.362 ; 1 ; 353.180 ; 79 ; 165.128.366 ; 207 ; 35.349.861 ; 313 ; 464.747.770 ; 236 ; 870.872.399 ; 254 ; 1.270.428.117 ; 490 ; 2.141.300.516 ; 803 ; 2.606.048.286 ;
31;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 227 ; 478.252.143 ;;; 317 ; 175.586.259 ; 273 ; 337.006.450 ; 817 ; 990.844.852 ; 17 ; 255.087.439 ; 24 ; 1.305.346.725 ; 41 ; 1.560.434.164 ; 858 ; 2.551.279.015 ;
32;07.450.604;CHINA CONSTRUCTION BANK (BRASIL) BANCO MÚLTIPLO S/A; 354 ; 148.170.231 ; 272 ; 45.036.416 ; 145 ; 644.677.673 ; 661 ; 162.034.302 ; 1.432 ; 999.918.623 ; 76 ; 255.290.151 ; 96 ; 831.773.762 ; 172 ; 1.087.063.912 ; 1.604 ; 2.086.982.535 ;
33;13.059.145;BEXS BANCO DE CÂMBIO S/A; 119 ; 668.590.970 ; 517 ; 13.127.156 ; 637 ; 123.646.982 ; 1.642 ; 223.370.658 ; 2.915 ; 1.028.735.766 ; 845 ; 241.741.301 ; 1.029 ; 797.500.016 ; 1.874 ; 1.039.241.318 ; 4.789 ; 2.067.977.084 ;
34;61.146.577;BANCO BARCLAYS S.A.;;; 1 ; 39.012.310 ; 184 ; 367.760.272 ; 197 ; 561.730.285 ; 382 ; 968.502.867 ; 164 ; 617.353.784 ; 175 ; 477.978.155 ; 339 ; 1.095.331.939 ; 721 ; 2.063.834.806 ;
35;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 103 ; 105.920.359 ; 274 ; 40.688.950 ; 153 ; 487.535.567 ; 206 ; 106.225.909 ; 736 ; 740.370.786 ; 218 ; 407.773.605 ; 239 ; 856.776.202 ; 457 ; 1.264.549.808 ; 1.193 ; 2.004.920.594 ;
36;68.900.810;BANCO RENDIMENTO S.A.; 36 ; 2.684.477 ; 185 ; 20.688.583 ; 47.932 ; 302.359.056 ; 4.962 ; 224.393.304 ; 53.115 ; 550.125.420 ; 1.286 ; 630.805.235 ; 29.184 ; 732.545.276 ; 30.470 ; 1.363.350.511 ; 83.585 ; 1.913.475.930 ;
37;28.195.667;BANCO ABC BRASIL S.A.; 200 ; 51.401.081 ; 484 ; 50.444.088 ; 81 ; 203.331.968 ; 979 ; 313.902.665 ; 1.744 ; 619.079.802 ; 161 ; 802.103.694 ; 177 ; 429.419.040 ; 338 ; 1.231.522.734 ; 2.082 ; 1.850.602.536 ;
38;78.632.767;BANCO OURINVEST S.A.; 107 ; 53.057.986 ; 995 ; 42.390.908 ; 947 ; 97.941.078 ; 2.350 ; 106.215.796 ; 4.399 ; 299.605.768 ; 1.283 ; 797.341.897 ; 20.818 ; 743.191.631 ; 22.101 ; 1.540.533.528 ; 26.500 ; 1.840.139.296 ;
39;10.690.848;BANCO DA CHINA BRASIL S.A.; 43 ; 368.705.894 ; 53 ; 14.357.563 ; 39 ; 98.666.114 ; 200 ; 11.130.353 ; 335 ; 492.859.923 ; 103 ; 102.273.582 ; 110 ; 539.553.597 ; 213 ; 641.827.179 ; 548 ; 1.134.687.102 ;
40;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 88 ; 210.736.294 ; 56 ; 106.867.800 ; 31 ; 227.409.894 ; 300 ; 102.409.378 ; 475 ; 647.423.367 ; 11 ; 83.157.515 ; 25 ; 328.158.666 ; 36 ; 411.316.182 ; 511 ; 1.058.739.549 ;
41;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 3.197 ; 278.877.551 ; 3.736 ; 192.931.635 ; 1.408 ; 85.882.842 ; 4.389 ; 160.483.058 ; 12.730 ; 718.175.086 ; 109 ; 162.438.474 ; 137 ; 170.917.439 ; 246 ; 333.355.913 ; 12.976 ; 1.051.530.999 ;
42;03.609.817;BANCO CARGILL S.A.; 79 ; 291.431.318 ; 7 ; 5.643.135 ; 39 ; 108.180.488 ; 71 ; 150.909.708 ; 196 ; 556.164.648 ; 9 ; 115.389.716 ; 20 ; 345.500.000 ; 29 ; 460.889.716 ; 225 ; 1.017.054.364 ;
43;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 385 ; 152.018.336 ; 654 ; 178.981.351 ; 1.039 ; 330.999.687 ; 84 ; 304.887.461 ; 81 ; 327.286.679 ; 165 ; 632.174.140 ; 1.204 ; 963.173.827 ;
44;58.616.418;BANCO FIBRA S.A.; 446 ; 69.176.898 ; 1.158 ; 105.319.354 ; 98 ; 52.208.888 ; 622 ; 249.912.999 ; 2.324 ; 476.618.140 ; 85 ; 328.858.680 ; 58 ; 122.848.297 ; 143 ; 451.706.977 ; 2.467 ; 928.325.117 ;
45;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 274 ; 6.776.114 ; 1.922 ; 41.522.729 ; 4.121 ; 45.059.048 ; 7.372 ; 162.815.620 ; 13.689 ; 256.173.511 ; 9.943 ; 326.206.875 ; 1.318 ; 173.612.601 ; 11.261 ; 499.819.475 ; 24.950 ; 755.992.986 ;
46;61.186.680;BANCO BMG S.A.; 33 ; 84.693.676 ; 6 ; 2.041.923 ; 6 ; 5.104.954 ; 65 ; 205.231.532 ; 110 ; 297.072.085 ; 26 ; 257.604.417 ; 32 ; 147.907.844 ; 58 ; 405.512.261 ; 168 ; 702.584.346 ;
47;00.997.185;BANCO BM&FBOVESPA DE SERVIÇOS DE LIQUIDAÇÃO E CUSTÓDIA S.A.;;;;; 331 ; 157.560.692 ; 327 ; 280.566.288 ; 658 ; 438.126.980 ; 121 ; 190.549.232 ; 89 ; 67.541.991 ; 210 ; 258.091.223 ; 868 ; 696.218.203 ;
48;15.357.060;BANCO WOORI BANK DO BRASIL S.A.; 1 ; 73.386 ; 173 ; 106.111.355 ; 105 ; 180.685.407 ; 1.336 ; 73.850.316 ; 1.615 ; 360.720.464 ; 173 ; 141.932.987 ; 15 ; 142.708.519 ; 188 ; 284.641.506 ; 1.803 ; 645.361.970 ;
49;33.923.798;BANCO MÁXIMA S.A.; 108 ; 1.485.318 ; 611 ; 16.979.413 ; 157 ; 8.560.852 ; 426 ; 9.522.363 ; 1.302 ; 36.547.945 ; 253 ; 310.888.845 ; 967 ; 289.119.792 ; 1.220 ; 600.008.636 ; 2.522 ; 636.556.582 ;
50;02.992.317;TREVISO CORRETORA DE CÂMBIO S.A.; 34 ; 535.847 ; 417 ; 6.195.139 ; 1.284 ; 13.834.964 ; 4.304 ; 58.061.508 ; 6.039 ; 78.627.458 ; 6.995 ; 203.542.884 ; 1.338 ; 153.451.953 ; 8.333 ; 356.994.837 ; 14.372 ; 435.622.294 ;
51;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 486 ; 12.573.828 ; 4.291 ; 90.045.726 ; 4.140 ; 38.254.111 ; 11.275 ; 91.891.471 ; 20.192 ; 232.765.136 ; 2.223 ; 156.877.114 ; 550 ; 25.693.153 ; 2.773 ; 182.570.268 ; 22.965 ; 415.335.404 ;
52;17.354.911;COTACAO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A; 129 ; 2.271.197 ; 511 ; 5.403.586 ; 4.901 ; 36.917.345 ; 17.276 ; 193.909.756 ; 22.817 ; 238.501.883 ; 2.659 ; 161.093.515 ; 29 ; 1.087.094 ; 2.688 ; 162.180.609 ; 25.505 ; 400.682.492 ;
53;00.460.065;COLUNA S/A. DISTRIBUIDORA DE TITULOS E VALORES MOBILIÁRIOS;;;;; 203 ; 1.077.773 ; 484 ; 4.868.127 ; 687 ; 5.945.899 ; 913 ; 184.862.687 ; 492 ; 181.067.273 ; 1.405 ; 365.929.960 ; 2.092 ; 371.875.859 ;
54;13.728.156;WESTERN UNION CORRETORA DE CÂMBIO S.A.; 7 ; 40.139 ; 131 ; 1.345.006 ; 2.053 ; 75.111.562 ; 3.621 ; 162.274.328 ; 5.812 ; 238.771.034 ; 2.318 ; 99.658.544 ; 780 ; 8.737.740 ; 3.098 ; 108.396.284 ; 8.910 ; 347.167.318 ;
55;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 16 ; 98.254 ; 2.687 ; 41.508.031 ; 8.631 ; 168.976.796 ; 11.334 ; 210.583.080 ; 6.488 ; 131.985.666 ; 185 ; 4.171.163 ; 6.673 ; 136.156.829 ; 18.007 ; 346.739.909 ;
56;32.648.370;FAIR CORRETORA DE CAMBIO S.A.; 268 ; 5.451.712 ; 3.511 ; 80.958.569 ; 2.813 ; 37.761.375 ; 11.454 ; 84.394.545 ; 18.046 ; 208.566.200 ; 2.968 ; 129.586.134 ; 83 ; 7.690.295 ; 3.051 ; 137.276.429 ; 21.097 ; 345.842.629 ;
57;30.723.886;BANCO MODAL S.A.; 13 ; 5.292.964 ; 155 ; 15.725.691 ; 112 ; 137.949.457 ; 278 ; 126.784.087 ; 558 ; 285.752.199 ; 25 ; 26.525.116 ; 18 ; 25.114.559 ; 43 ; 51.639.675 ; 601 ; 337.391.874 ;
58;45.246.410;BRASIL PLURAL S.A. BANCO MÚLTIPLO; 54 ; 24.156.830 ; 369 ; 77.231.789 ; 181 ; 51.517.643 ; 275 ; 27.606.571 ; 879 ; 180.512.833 ; 188 ; 90.715.815 ; 69 ; 62.001.862 ; 257 ; 152.717.677 ; 1.136 ; 333.230.510 ;
59;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 455 ; 591.338 ; 3.398 ; 13.773.826 ; 3.853 ; 14.365.164 ; 1.507 ; 163.144.604 ; 332 ; 149.966.902 ; 1.839 ; 313.111.506 ; 5.692 ; 327.476.670 ;
60;16.944.141;BROKER BRASIL CORRETORA DE CÂMBIO LTDA.; 87 ; 1.854.679 ; 3.236 ; 95.678.679 ; 1.273 ; 13.701.698 ; 4.248 ; 42.744.026 ; 8.844 ; 153.979.082 ; 4.675 ; 142.824.256 ; 538 ; 19.914.519 ; 5.213 ; 162.738.775 ; 14.057 ; 316.717.857 ;
61;12.586.596;MULTIMONEY CORRETORA DE CÂMBIO LTDA; 71 ; 2.811.081 ; 875 ; 14.877.326 ; 3.010 ; 16.176.426 ; 9.910 ; 52.100.446 ; 13.866 ; 85.965.279 ; 5.622 ; 133.794.354 ; 1.676 ; 85.789.566 ; 7.298 ; 219.583.920 ; 21.164 ; 305.549.199 ;
62;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 41 ; 1.193.389 ; 676 ; 28.350.345 ; 237 ; 97.455.159 ; 1.370 ; 36.723.060 ; 2.324 ; 163.721.953 ; 691 ; 51.596.291 ; 1.122 ; 88.682.899 ; 1.813 ; 140.279.190 ; 4.137 ; 304.001.143 ;
63;03.012.230;HIPERCARD BANCO MÚLTIPLO S.A.;;;;;;;;; -   ; -   ; 2 ; 276.231.745 ;;; 2 ; 276.231.745 ; 2 ; 276.231.745 ;
64;59.118.133;BANCO LUSO BRASILEIRO S.A.; 152 ; 37.244.721 ; 345 ; 45.418.982 ; 78 ; 5.857.461 ; 1.316 ; 44.779.785 ; 1.891 ; 133.300.949 ; 673 ; 94.166.231 ; 207 ; 47.073.980 ; 880 ; 141.240.211 ; 2.771 ; 274.541.160 ;
65;11.495.073;OM DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA; 3 ; 20.781 ; 187 ; 9.893.562 ; 3.391 ; 14.740.292 ; 5.978 ; 49.372.435 ; 9.559 ; 74.027.069 ; 4.957 ; 120.697.376 ; 247 ; 76.621.236 ; 5.204 ; 197.318.612 ; 14.763 ; 271.345.682 ;
66;62.144.175;BANCO PINE S.A.; 33 ; 21.082.974 ; 39 ; 32.292.721 ; 14 ; 39.835.768 ; 182 ; 71.494.211 ; 268 ; 164.705.674 ; 17 ; 93.473.100 ; 9 ; 12.970.095 ; 26 ; 106.443.195 ; 294 ; 271.148.869 ;
67;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 14 ; 21.763.552 ; 19 ; 5.595.600 ; 38 ; 18.561.620 ; 327 ; 21.634.746 ; 398 ; 67.555.519 ; 52 ; 90.061.520 ; 63 ; 106.023.350 ; 115 ; 196.084.870 ; 513 ; 263.640.389 ;
68;03.532.415;BANCO ABN AMRO S.A.; 49 ; 94.417.268 ;;; 14 ; 28.871.208 ; 70 ; 4.284.960 ; 133 ; 127.573.435 ; 9 ; 8.271.000 ; 53 ; 126.560.000 ; 62 ; 134.831.000 ; 195 ; 262.404.435 ;
69;60.889.128;BANCO SOFISA S.A.; 429 ; 107.561.347 ; 349 ; 25.693.742 ; 59 ; 4.149.828 ; 361 ; 5.833.971 ; 1.198 ; 143.238.889 ; 40 ; 11.111.309 ; 50 ; 107.515.266 ; 90 ; 118.626.574 ; 1.288 ; 261.865.464 ;
70;00.250.699;AGK CORRETORA DE CAMBIO S.A.; 355 ; 11.040.836 ; 2.364 ; 73.952.341 ; 1.265 ; 28.008.908 ; 2.917 ; 35.678.647 ; 6.901 ; 148.680.731 ; 1.054 ; 88.048.526 ; 115 ; 17.434.884 ; 1.169 ; 105.483.410 ; 8.070 ; 254.164.141 ;
71;07.237.373;BANCO DO NORDESTE DO BRASIL S.A.; 128 ; 32.963.850 ; 164 ; 16.509.257 ; 80 ; 29.661.601 ; 176 ; 19.252.185 ; 548 ; 98.386.892 ; 62 ; 64.418.100 ; 71 ; 89.991.692 ; 133 ; 154.409.792 ; 681 ; 252.796.684 ;
72;01.181.521;BANCO COOPERATIVO SICREDI S.A.; 1.520 ; 78.368.563 ; 1.237 ; 32.895.057 ; 558 ; 13.435.736 ; 1.056 ; 41.340.551 ; 4.371 ; 166.039.908 ; 103 ; 29.047.909 ; 70 ; 53.837.083 ; 173 ; 82.884.992 ; 4.544 ; 248.924.900 ;
73;15.114.366;BANCO BBM S/A; 113 ; 55.633.802 ; 1 ; 19.635 ; 52 ; 28.748.014 ; 157 ; 26.289.613 ; 323 ; 110.691.065 ; 13 ; 19.129.579 ; 39 ; 107.366.544 ; 52 ; 126.496.123 ; 375 ; 237.187.188 ;
74;28.127.603;BANESTES S.A. BANCO DO ESTADO DO ESPIRITO SANTO; 2.503 ; 80.728.862 ; 1.075 ; 40.228.264 ; 252 ; 2.784.418 ; 826 ; 5.580.345 ; 4.656 ; 129.321.889 ; 92 ; 33.802.636 ; 197 ; 71.126.435 ; 289 ; 104.929.071 ; 4.945 ; 234.250.960 ;
75;17.453.575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.;;; 283 ; 74.532.565 ; 26 ; 50.632.988 ; 61 ; 19.139.753 ; 370 ; 144.305.305 ; 100 ; 59.706.588 ; 12 ; 28.073.000 ; 112 ; 87.779.588 ; 482 ; 232.084.894 ;
76;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 5.000.000 ; 2 ; 14.666 ; 343 ; 49.234.229 ; 283 ; 38.322.412 ; 629 ; 92.571.307 ; 52 ; 55.909.531 ; 52 ; 72.279.425 ; 104 ; 128.188.956 ; 733 ; 220.760.262 ;
77;05.452.073;ALBATROSS CORRETORA DE CAMBIO E VALORES S.A; 4 ; 64.532 ; 476 ; 12.875.108 ; 170 ; 1.233.825 ; 2.771 ; 35.471.894 ; 3.421 ; 49.645.358 ; 3.181 ; 109.087.696 ; 195 ; 61.987.902 ; 3.376 ; 171.075.597 ; 6.797 ; 220.720.956 ;
78;60.770.336;BANCO ALFA DE INVESTIMENTO S.A.; 34 ; 11.294.047 ; 21 ; 2.354.613 ; 49 ; 63.804.236 ; 147 ; 33.393.369 ; 251 ; 110.846.265 ; 10 ; 29.692.878 ; 20 ; 69.944.248 ; 30 ; 99.637.127 ; 281 ; 210.483.392 ;
