Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Abr/2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
1;90.400.888;BANCO SANTANDER (BRASIL) S.A.; 23.625 ; 8.738.527.858 ; 65.043 ; 9.049.517.207 ; 86.463 ; 26.121.101.063 ; 147.672 ; 30.249.682.142 ; 322.803 ; 74.158.828.270 ; 3.062 ; 30.052.152.609 ; 2.962 ; 25.413.673.234 ; 6.024 ; 55.465.825.843 ; 328.827 ; 129.624.654.112 ;
2;33.479.023;BANCO CITIBANK S.A.; 5.610 ; 8.706.087.251 ; 32.068 ; 8.108.055.032 ; 34.208 ; 39.372.700.561 ; 39.218 ; 31.999.678.921 ; 111.104 ; 88.186.521.765 ; 1.202 ; 7.200.501.030 ; 1.457 ; 14.915.153.054 ; 2.659 ; 22.115.654.083 ; 113.763 ; 110.302.175.849 ;
3;60.701.190;ITAÚ UNIBANCO S.A.; 33.310 ; 15.605.064.634 ; 103.216 ; 15.694.227.377 ; 128.987 ; 16.974.001.333 ; 152.916 ; 19.984.423.023 ; 418.429 ; 68.257.716.367 ; 1.831 ; 22.434.029.454 ; 1.698 ; 17.175.187.074 ; 3.529 ; 39.609.216.528 ; 421.958 ; 107.866.932.895 ;
4;33.172.537;BANCO J.P. MORGAN S.A.; 1.257 ; 2.393.194.518 ; 10.072 ; 2.973.860.259 ; 5.355 ; 19.342.361.095 ; 8.617 ; 16.741.457.191 ; 25.301 ; 41.450.873.064 ; 1.878 ; 24.507.499.244 ; 2.105 ; 17.608.446.035 ; 3.983 ; 42.115.945.278 ; 29.284 ; 83.566.818.342 ;
5;60.746.948;BANCO BRADESCO S.A.; 19.555 ; 14.165.251.274 ; 42.676 ; 6.166.981.165 ; 103.557 ; 8.544.613.655 ; 79.796 ; 11.672.013.528 ; 245.584 ; 40.548.859.622 ; 1.602 ; 9.748.351.758 ; 1.660 ; 13.994.078.281 ; 3.262 ; 23.742.430.038 ; 248.846 ; 64.291.289.660 ;
6;00.000.000;BANCO DO BRASIL S.A.; 32.278 ; 13.931.977.439 ; 56.376 ; 9.123.660.572 ; 167.115 ; 5.215.372.685 ; 100.271 ; 8.355.620.344 ; 356.040 ; 36.626.631.039 ; 1.086 ; 6.131.572.437 ; 1.091 ; 8.148.490.844 ; 2.177 ; 14.280.063.280 ; 358.217 ; 50.906.694.320 ;
7;30.306.294;BANCO BTG PACTUAL S.A.; 965 ; 3.832.422.350 ; 4.446 ; 2.075.497.429 ; 6.857 ; 3.970.442.796 ; 13.406 ; 3.978.722.011 ; 25.674 ; 13.857.084.585 ; 820 ; 14.525.338.521 ; 1.892 ; 13.088.189.459 ; 2.712 ; 27.613.527.980 ; 28.386 ; 41.470.612.565 ;
8;62.073.200;BANK OF AMERICA MERRILL LYNCH BANCO MÚLTIPLO S.A.; 625 ; 3.450.412.814 ; 2.889 ; 1.573.116.992 ; 2.001 ; 9.705.004.151 ; 2.948 ; 11.636.626.280 ; 8.463 ; 26.365.160.238 ; 789 ; 5.573.387.394 ; 442 ; 5.277.632.747 ; 1.231 ; 10.851.020.140 ; 9.694 ; 37.216.180.378 ;
9;01.522.368;BANCO BNP PARIBAS BRASIL S.A.; 836 ; 1.771.913.022 ; 5.609 ; 1.814.281.646 ; 6.661 ; 8.673.925.495 ; 8.943 ; 5.704.716.674 ; 22.049 ; 17.964.836.837 ; 3.348 ; 7.565.681.833 ; 3.457 ; 10.766.634.359 ; 6.805 ; 18.332.316.192 ; 28.854 ; 36.297.153.030 ;
