Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Set/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
28;62.232.889;BANCO DAYCOVAL S.A.; 1.951 ; 358.059.164 ; 3.410 ; 233.173.671 ; 4.241 ; 541.737.351 ; 18.210 ; 1.108.418.382 ; 27.812 ; 2.241.388.568 ; 2.934 ; 2.929.347.719 ; 12.754 ; 2.480.476.447 ; 15.688 ; 5.409.824.166 ; 43.500 ; 7.651.212.734 ;;;;
29;49.336.860;ING BANK N.V.; 290 ; 1.652.252.788 ; 108 ; 249.276.953 ; 77 ; 573.229.721 ; 593 ; 389.803.330 ; 1.068 ; 2.864.562.792 ; 97 ; 993.666.511 ; 141 ; 2.380.877.846 ; 238 ; 3.374.544.357 ; 1.306 ; 6.239.107.149 ;;;;
30;71.027.866;BANCO BONSUCESSO S.A.; 17 ; 662.891 ; 6 ; 83.582 ; 368 ; 8.887.908 ; 701 ; 36.393.583 ; 1.092 ; 46.027.964 ; 2.270 ; 3.038.777.429 ; 2.020 ; 3.011.139.354 ; 4.290 ; 6.049.916.783 ; 5.382 ; 6.095.944.747 ;;;;
31;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 297 ; 1.119.875.302 ;;; 433 ; 938.777.105 ; 591 ; 1.368.884.020 ; 1.321 ; 3.427.536.426 ; 29 ; 827.311.054 ; 34 ; 1.444.861.239 ; 63 ; 2.272.172.293 ; 1.384 ; 5.699.708.719 ;;;;
32;68.900.810;BANCO RENDIMENTO S.A.; 71 ; 6.395.091 ; 474 ; 45.565.663 ; 58.174 ; 553.841.602 ; 15.380 ; 922.467.923 ; 74.099 ; 1.528.270.279 ; 3.212 ; 2.242.245.777 ; 61.298 ; 1.841.300.838 ; 64.510 ; 4.083.546.615 ; 138.609 ; 5.611.816.894 ;;;;
33;28.195.667;BANCO ABC BRASIL S.A.; 434 ; 195.539.520 ; 880 ; 142.811.901 ; 280 ; 1.086.354.739 ; 2.565 ; 862.656.223 ; 4.159 ; 2.287.362.384 ; 239 ; 1.464.299.597 ; 264 ; 1.712.967.470 ; 503 ; 3.177.267.068 ; 4.662 ; 5.464.629.451 ;;;;
34;13.059.145;BEXS BANCO DE CÂMBIO S/A; 241 ; 1.378.426.348 ; 1.107 ; 40.161.141 ; 1.509 ; 251.058.067 ; 4.369 ; 400.935.793 ; 7.226 ; 2.070.581.348 ; 2.087 ; 950.372.208 ; 1.970 ; 2.138.503.609 ; 4.057 ; 3.088.875.817 ; 11.283 ; 5.159.457.165 ;;;;
35;78.632.767;BANCO OURINVEST S.A.; 46 ; 19.641.518 ; 400 ; 32.868.383 ; 1.526 ; 109.348.750 ; 4.702 ; 167.949.845 ; 6.674 ; 329.808.495 ; 2.824 ; 2.320.204.878 ; 50.460 ; 2.230.639.508 ; 53.284 ; 4.550.844.386 ; 59.958 ; 4.880.652.881 ;;;;
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 275 ; 758.103.320 ; 213 ; 46.231.354 ; 243 ; 709.544.625 ; 330 ; 215.573.001 ; 1.061 ; 1.729.452.301 ; 308 ; 455.931.192 ; 415 ; 1.650.864.610 ; 723 ; 2.106.795.802 ; 1.784 ; 3.836.248.102 ;;;;
37;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 46 ; 1.077.440.000 ; 49 ; 530.852.000 ; 95 ; 1.608.292.000 ; 49 ; 530.852.000 ; 46 ; 1.077.440.000 ; 95 ; 1.608.292.000 ; 190 ; 3.216.584.000 ;;;;
