Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Mai/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
42;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 218 ; 2.691.113 ; 2.023 ; 46.973.411 ; 3.540 ; 37.307.764 ; 8.795 ; 356.487.408 ; 14.576 ; 443.459.696 ; 15.847 ; 624.572.143 ; 518 ; 261.062.213 ; 16.365 ; 885.634.357 ; 30.941 ; 1.329.094.052 ;;;;
43;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 8 ; 23.142.120 ; 2 ; 488.333 ; 112 ; 114.485.098 ; 282 ; 39.627.370 ; 404 ; 177.742.921 ; 162 ; 515.955.470 ; 299 ; 623.687.173 ; 461 ; 1.139.642.643 ; 865 ; 1.317.385.564 ;;;;
44;03.609.817;BANCO CARGILL S.A.; 76 ; 444.503.389 ; 15 ; 24.623.430 ; 10 ; 75.785.532 ; 89 ; 191.838.525 ; 190 ; 736.750.876 ; 17 ; 62.643.000 ; 33 ; 366.250.000 ; 50 ; 428.893.000 ; 240 ; 1.165.643.876 ;;;;
45;33.923.798;BANCO MÁXIMA S.A.; 178 ; 5.003.637 ; 1.525 ; 65.526.603 ; 327 ; 48.385.438 ; 1.240 ; 64.468.238 ; 3.270 ; 183.383.917 ; 1.419 ; 503.342.997 ; 6.384 ; 429.243.301 ; 7.803 ; 932.586.299 ; 11.073 ; 1.115.970.215 ;;;;
46;07.656.500;BANCO KDB DO BRASIL S.A.;;;;; 717 ; 246.154.602 ; 740 ; 357.742.899 ; 1.457 ; 603.897.501 ; 69 ; 299.654.183 ; 181 ; 188.300.000 ; 250 ; 487.954.183 ; 1.707 ; 1.091.851.684 ;;;;
47;06.917.793;PREVIBANK S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS; 16 ; 564.821 ; 6.267 ; 435.610.498 ; 1.319 ; 8.968.008 ; 15.432 ; 68.095.479 ; 23.034 ; 513.238.806 ; 4.644 ; 497.804.665 ; 143 ; 4.698.627 ; 4.787 ; 502.503.291 ; 27.821 ; 1.015.742.097 ;;;;
48;15.114.366;BANCO BBM S/A; 99 ; 40.293.074 ; 12 ; 46.076.756 ; 41 ; 75.343.086 ; 188 ; 17.386.552 ; 340 ; 179.099.467 ; 45 ; 387.509.082 ; 64 ; 435.500.927 ; 109 ; 823.010.008 ; 449 ; 1.002.109.475 ;;;;
49;04.913.129;CONFIDENCE CORRETORA DE CÂMBIO S.A.;;; 107 ; 640.381 ; 4.286 ; 45.980.584 ; 17.972 ; 291.063.815 ; 22.365 ; 337.684.780 ; 8.537 ; 418.192.249 ; 640 ; 172.076.687 ; 9.177 ; 590.268.936 ; 31.542 ; 927.953.717 ;;;;
50;03.532.415;BANCO ABN AMRO S.A.; 106 ; 405.573.843 ; 1 ; 3.442.920 ; 28 ; 5.835.555 ; 78 ; 5.437.279 ; 213 ; 420.289.597 ; 12 ; 37.817.223 ; 198 ; 439.130.988 ; 210 ; 476.948.210 ; 423 ; 897.237.807 ;;;;
51;29.030.467;SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO; 64 ; 124.715.657 ; 96 ; 111.931.409 ; 41 ; 220.579.861 ; 354 ; 127.982.164 ; 555 ; 585.209.092 ; 55 ; 99.905.527 ; 48 ; 146.800.094 ; 103 ; 246.705.621 ; 658 ; 831.914.713 ;;;;
