Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em FEVEREIRO / 2020;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;;;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;;;;
44;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 161 ; 3.099.494 ; 510 ; 11.360.643 ; 15.046 ; 34.452.675 ; 2.519 ; 30.842.968 ; 18.236 ; 79.755.780 ; 1.435 ; 84.289.547 ; 271 ; 79.590.797 ; 1.706 ; 163.880.343 ; 19.942 ; 243.636.124 ;;;;
45;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 1 ; 488.025 ;;; 1 ; 10.545 ; 169 ; 66.071.215 ; 171 ; 66.569.785 ; 15 ; 114.487.697 ; 4 ; 60.488.025 ; 19 ; 174.975.722 ; 190 ; 241.545.507 ;;;;
46;45.246.410;PLURAL S.A. BANCO MÚLTIPLO; 15 ; 1.523.310 ; 14 ; 1.231.060 ; 176 ; 31.984.076 ; 272 ; 94.366.028 ; 477 ; 129.104.474 ; 37 ; 76.693.540 ; 7 ; 16.169.038 ; 44 ; 92.862.578 ; 521 ; 221.967.052 ;;;;
47;00.997.185;BANCO B3 S.A.;;;;; 104 ; 46.016.388 ; 112 ; 68.300.660 ; 216 ; 114.317.048 ; 50 ; 51.840.232 ; 24 ; 29.470.845 ; 74 ; 81.311.077 ; 290 ; 195.628.125 ;;;;
48;55.230.916;INTESA SANPAOLO BRASIL S.A. - BANCO MÚLTIPLO; 2 ; 15.000.000 ; 10 ; 390.973 ; 13 ; 23.811.509 ; 50 ; 5.304.416 ; 75 ; 44.506.898 ; 11 ; 78.427.003 ; 9 ; 71.586.564 ; 20 ; 150.013.566 ; 95 ; 194.520.464 ;;;;
49;30.723.886;BANCO MODAL S.A.; 13 ; 16.352.468 ; 57 ; 3.468.154 ; 124 ; 56.969.617 ; 75 ; 21.496.532 ; 269 ; 98.286.771 ; 9 ; 17.983.319 ; 11 ; 63.327.420 ; 20 ; 81.310.739 ; 289 ; 179.597.510 ;;;;
50;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 539 ; 48.780.754 ; 985 ; 34.765.399 ; 411 ; 8.533.349 ; 939 ; 15.364.321 ; 2.874 ; 107.443.823 ; 23 ; 18.292.292 ; 22 ; 24.775.666 ; 45 ; 43.067.958 ; 2.919 ; 150.511.780 ;;;;
51;03.609.817;BANCO CARGILL S.A.; 12 ; 49.918.226 ;;;;; 16 ; 1.806.667 ; 28 ; 51.724.893 ; 1 ; 2.000.000 ; 2 ; 96.500.000 ; 3 ; 98.500.000 ; 31 ; 150.224.893 ;;;;
52;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 16 ; 2.336.298 ; 13 ; 1.107.813 ; 2.131 ; 66.964.349 ; 189 ; 6.083.537 ; 2.349 ; 76.491.996 ; 76 ; 4.729.093 ; 107 ; 66.837.874 ; 183 ; 71.566.967 ; 2.532 ; 148.058.963 ;;;;
53;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 165 ; 3.537.464 ; 1.280 ; 18.555.852 ; 1.518 ; 12.338.395 ; 3.401 ; 20.478.549 ; 6.364 ; 54.910.260 ; 463 ; 55.863.476 ; 173 ; 32.569.898 ; 636 ; 88.433.374 ; 7.000 ; 143.343.634 ;;;;
