Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Dez/2015;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;
15;59.588.111;BANCO VOTORANTIM S.A.; 1.888 ; 3.948.851.999 ; 16.460 ; 3.915.299.254 ; 3.289 ; 5.501.575.859 ; 13.169 ; 8.687.132.229 ; 34.806 ; 22.052.859.341 ; 2.326 ; 13.430.133.937 ; 6.173 ; 10.083.123.609 ; 8.499 ; 23.513.257.546 ; 43.305 ; 45.566.116.887 ;
16;00.038.166;BANCO CENTRAL DO BRASIL;;;;; 109 ; 278.754.612 ;;; 109 ; 278.754.612 ; 75 ; 18.975.000.000 ; 75 ; 18.975.000.000 ; 150 ; 37.950.000.000 ; 259 ; 38.228.754.612 ;
17;60.498.557;BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.; 1.830 ; 1.274.069.304 ; 6.251 ; 1.186.540.623 ; 6.085 ; 5.635.532.540 ; 6.137 ; 3.094.268.852 ; 20.303 ; 11.190.411.319 ; 3.756 ; 9.652.228.444 ; 3.698 ; 12.267.339.320 ; 7.454 ; 21.919.567.764 ; 27.757 ; 33.109.979.084 ;
18;04.332.281;GOLDMAN SACHS DO BRASIL BANCO MULTIPLO S.A.;;;;; 2.184 ; 10.473.791.203 ; 2.129 ; 9.708.830.404 ; 4.313 ; 20.182.621.607 ; 116 ; 5.473.961.038 ; 145 ; 6.135.594.193 ; 261 ; 11.609.555.231 ; 4.574 ; 31.792.176.838 ;
19;61.146.577;BANCO BARCLAYS S.A.;;; 29 ; 14.722.126 ; 1.238 ; 5.698.793.803 ; 1.459 ; 5.282.911.692 ; 2.726 ; 10.996.427.621 ; 1.610 ; 7.294.089.256 ; 2.215 ; 7.701.191.649 ; 3.825 ; 14.995.280.905 ; 6.551 ; 25.991.708.525 ;
20;58.160.789;BANCO SAFRA S.A.; 2.308 ; 874.076.865 ; 12.573 ; 1.450.253.501 ; 9.682 ; 2.813.950.261 ; 27.421 ; 4.668.248.041 ; 51.984 ; 9.806.528.668 ; 1.358 ; 8.590.384.517 ; 1.204 ; 6.322.514.920 ; 2.562 ; 14.912.899.437 ; 54.546 ; 24.719.428.105 ;
21;61.820.817;BANCO PAULISTA S.A.; 974 ; 698.602.631 ; 4.228 ; 333.610.593 ; 7.999 ; 1.326.327.613 ; 19.294 ; 1.484.060.104 ; 32.495 ; 3.842.600.941 ; 13.146 ; 9.485.205.698 ; 89.357 ; 9.660.185.906 ; 102.503 ; 19.145.391.604 ; 134.998 ; 22.987.992.544 ;
22;00.360.305;CAIXA ECONOMICA FEDERAL; 2.891 ; 1.541.756.520 ; 2.217 ; 128.189.552 ; 57.725 ; 6.401.313.981 ; 21.701 ; 4.255.562.812 ; 84.534 ; 12.326.822.866 ; 1.175 ; 2.456.784.982 ; 1.407 ; 6.007.942.985 ; 2.582 ; 8.464.727.967 ; 87.116 ; 20.791.550.833 ;
23;11.932.017;STANDARD CHARTERED BANK (BRASIL) S.A. ? BANCO DE INVESTIMENTO; 147 ; 1.071.228.598 ; 396 ; 418.265.928 ; 289 ; 473.203.101 ; 620 ; 670.055.445 ; 1.452 ; 2.632.753.073 ; 1.427 ; 7.530.976.883 ; 1.864 ; 8.134.082.479 ; 3.291 ; 15.665.059.362 ; 4.743 ; 18.297.812.434 ;
24;75.647.891;BANCO CRÉDIT AGRICOLE BRASIL S.A.; 141 ; 828.273.514 ; 14 ; 4.661.568 ; 201 ; 718.114.106 ; 589 ; 269.982.705 ; 945 ; 1.821.031.894 ; 1.078 ; 7.141.612.968 ; 1.135 ; 8.351.821.706 ; 2.213 ; 15.493.434.675 ; 3.158 ; 17.314.466.568 ;
25;11.703.662;BANCO CONFIDENCE DE CÂMBIO S.A.; 570 ; 130.150.606 ; 4.087 ; 274.580.139 ; 2.852 ; 500.780.244 ; 12.840 ; 727.418.551 ; 20.349 ; 1.632.929.539 ; 15.657 ; 6.549.288.139 ; 109.996 ; 6.181.135.755 ; 125.653 ; 12.730.423.894 ; 146.002 ; 14.363.353.433 ;
26;33.657.248;BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL; 435 ; 1.374.906.027 ;;; 608 ; 1.356.105.747 ; 776 ; 2.304.355.451 ; 1.819 ; 5.035.367.225 ; 84 ; 3.536.735.010 ; 77 ; 3.236.863.577 ; 161 ; 6.773.598.587 ; 1.980 ; 11.808.965.812 ;
