Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado em MAIO / 2021;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
46;00.997.185;BANCO B3 S.A.;;;;; 123 ; 101.863.530 ; 118 ; 128.230.557 ; 241 ; 230.094.087 ; 43 ; 34.277.412 ; 29 ; 7.798.636 ; 72 ; 42.076.049 ; 313 ; 272.170.136 ;
47;13.059.145;BEXS BANCO DE CÂMBIO S/A; 18 ; 5.118.814 ; 9 ; 88.581 ; 6.112 ; 56.258.666 ; 72.368 ; 92.443.875 ; 78.507 ; 153.909.936 ; 103 ; 59.764.720 ; 27 ; 25.778.034 ; 130 ; 85.542.754 ; 78.637 ; 239.452.690 ;
48;36.588.217;TRANSFERWISE BRASIL CORRETORA DE CÂMBIO LTDA.;;;;; 130 ; 83.596 ; 65.907 ; 63.326.041 ; 66.037 ; 63.409.637 ; 1.072 ; 112.211.426 ; 1.051 ; 48.968.788 ; 2.123 ; 161.180.213 ; 68.160 ; 224.589.850 ;
49;92.856.905;ADVANCED CORRETORA DE CÂMBIO LTDA; 242 ; 7.854.609 ; 1.994 ; 44.478.875 ; 1.535 ; 21.579.168 ; 3.436 ; 39.416.443 ; 7.207 ; 113.329.095 ; 635 ; 76.794.861 ; 192 ; 22.155.114 ; 827 ; 98.949.975 ; 8.034 ; 212.279.070 ;
50;34.111.187;HAITONG BANCO DE INVESTIMENTO DO BRASIL S.A.; 2 ; 32.316.670 ; 9 ; 2.717.730 ; 6 ; 3.174.764 ; 11 ; 211.677 ; 28 ; 38.420.841 ; 4 ; 69.909.276 ; 5 ; 99.787.520 ; 9 ; 169.696.796 ; 37 ; 208.117.637 ;
51;00.360.305;CAIXA ECONOMICA FEDERAL; 97 ; 33.160.544 ; 85 ; 5.232.736 ; 8.217 ; 28.249.644 ; 556 ; 34.317.602 ; 8.955 ; 100.960.525 ; 185 ; 37.490.072 ; 201 ; 62.199.750 ; 386 ; 99.689.823 ; 9.341 ; 200.650.348 ;
52;73.622.748;B&T CORRETORA DE CAMBIO LTDA.; 181 ; 4.533.904 ; 965 ; 30.741.194 ; 7.521 ; 24.222.509 ; 2.970 ; 38.246.978 ; 11.637 ; 97.744.586 ; 935 ; 60.154.565 ; 157 ; 19.769.323 ; 1.092 ; 79.923.888 ; 12.729 ; 177.668.474 ;
53;08.609.934;MONEYCORP BANCO DE CÂMBIO S.A.; 9 ; 2.944.042 ; 145 ; 7.337.305 ; 178 ; 5.319.553 ; 794 ; 61.136.666 ; 1.126 ; 76.737.566 ; 237 ; 70.302.149 ; 75 ; 10.125.305 ; 312 ; 80.427.454 ; 1.438 ; 157.165.020 ;
54;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 674 ; 45.430.935 ; 552 ; 26.410.501 ; 367 ; 9.138.852 ; 403 ; 19.774.150 ; 1.996 ; 100.754.438 ; 9 ; 14.743.831 ; 13 ; 24.175.952 ; 22 ; 38.919.783 ; 2.018 ; 139.674.221 ;
55;28.811.341;INTL FCSTONE BANCO DE CÂMBIO S.A.; 24 ; 6.218.611 ; 52 ; 1.704.040 ; 2.806 ; 56.673.092 ; 194 ; 4.343.762 ; 3.076 ; 68.939.505 ; 63 ; 2.882.627 ; 140 ; 59.726.416 ; 203 ; 62.609.043 ; 3.279 ; 131.548.548 ;
