Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Câmbio Contratado - Acumulado Jan-Jun/2015;;;;;;;;;;;;;;;;;;;;;;;;
Rank ;Código Instit.; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Mercado Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Mercado Interbancário ;; Total ;;;;;
;;; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ; Nº Oper. ; Valor (US$) ;;;;
33;78.632.767;BANCO OURINVEST S.A.; 20 ; 5.725.738 ; 256 ; 24.404.117 ; 933 ; 20.540.820 ; 3.234 ; 75.135.494 ; 4.443 ; 125.806.169 ; 1.796 ; 1.681.095.426 ; 30.928 ; 1.605.461.719 ; 32.724 ; 3.286.557.145 ; 37.167 ; 3.412.363.314 ;;;;
34;13.059.145;BEXS BANCO DE CÂMBIO S/A; 137 ; 758.839.593 ; 766 ; 29.097.416 ; 1.026 ; 184.721.903 ; 3.054 ; 262.595.506 ; 4.983 ; 1.235.254.418 ; 1.442 ; 722.492.926 ; 1.418 ; 1.374.167.783 ; 2.860 ; 2.096.660.709 ; 7.843 ; 3.331.915.126 ;;;;
35;71.027.866;BANCO BONSUCESSO S.A.; 8 ; 291.254 ; 5 ; 79.156 ; 216 ; 5.538.073 ; 465 ; 23.861.582 ; 694 ; 29.770.065 ; 1.292 ; 1.602.011.668 ; 1.087 ; 1.583.649.742 ; 2.379 ; 3.185.661.411 ; 3.073 ; 3.215.431.476 ;;;;
36;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 189 ; 566.152.706 ; 83 ; 28.338.113 ; 160 ; 379.633.439 ; 211 ; 87.887.003 ; 643 ; 1.062.011.260 ; 183 ; 324.510.375 ; 263 ; 1.185.492.913 ; 446 ; 1.510.003.288 ; 1.089 ; 2.572.014.548 ;;;;
37;34.111.187;BES INVESTIMENTO DO BRASIL S.A. - BANCO DE INVESTIMENTO; 18 ; 5.871.998 ; 1 ; 153 ; 790 ; 172.212.758 ; 489 ; 444.014.957 ; 1.298 ; 622.099.867 ; 196 ; 920.120.458 ; 241 ; 702.652.135 ; 437 ; 1.622.772.593 ; 1.735 ; 2.244.872.460 ;;;;
38;52.937.216;BEXS CORRETORA DE CÂMBIO S/A;;;;; 1.254 ; 3.491.174 ; 15.903 ; 87.941.411 ; 17.157 ; 91.432.585 ; 3.625 ; 876.111.019 ; 868 ; 791.633.745 ; 4.493 ; 1.667.744.764 ; 21.650 ; 1.759.177.350 ;;;;
39;46.518.205;JPMORGAN CHASE BANK, NATIONAL ASSOCIATION;;;;; 28 ; 619.240.000 ; 27 ; 251.852.000 ; 55 ; 871.092.000 ; 27 ; 251.852.000 ; 28 ; 619.240.000 ; 55 ; 871.092.000 ; 110 ; 1.742.184.000 ;;;;
40;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 4.467 ; 472.948.237 ; 7.277 ; 353.544.208 ; 2.067 ; 73.571.003 ; 8.212 ; 168.118.754 ; 22.023 ; 1.068.182.202 ; 215 ; 297.995.364 ; 216 ; 313.337.645 ; 431 ; 611.333.008 ; 22.454 ; 1.679.515.211 ;;;;
41;73.622.748;B & T ASSOCIADOS CORRETORA DE CÂMBIO LTDA.; 275 ; 3.557.527 ; 2.507 ; 58.317.641 ; 4.254 ; 46.804.727 ; 10.672 ; 415.162.862 ; 17.708 ; 523.842.757 ; 19.277 ; 729.561.311 ; 636 ; 306.481.292 ; 19.913 ; 1.036.042.604 ; 37.621 ; 1.559.885.360 ;;;;
42;33.466.988;BANCO CAIXA GERAL - BRASIL S.A.; 10 ; 29.142.120 ; 6 ; 658.889 ; 125 ; 117.515.031 ; 339 ; 46.243.170 ; 480 ; 193.559.209 ; 183 ; 582.881.363 ; 349 ; 701.119.704 ; 532 ; 1.284.001.067 ; 1.012 ; 1.477.560.276 ;;;;
