Banco Central do Brasil;;;;;;;;;;;;;;;;;;;;;
Diretoria de Fiscalização - Depto de Monitoramento do Sistema Financeiro (Desig);;;;;;;;;;;;;;;;;;;;;
Mercado de Câmbio - Ranking Mensal das Instituições Financeiras;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
Registros de câmbio contratado - Acumulado Jan-Jan/2022;;;;;;;;;;;;;;;;;;;;;
Rank ;CNPJ da Instituição; Nome da Instituição ; Exportação ;; Importação ;; Transferência do Exterior ;; Transferência p/ Exterior ;; Total do Primário ;; Interbancário - Compra ;; Interbancário - Venda ;; Total do Interbancário ;; Total ;;
;;; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ; Quant. ; Valor (US$) ;
26;78.632.767;BANCO OURINVEST S.A.; 922 ; 101.700.481 ; 2.237 ; 241.696.345 ; 12.598 ; 130.781.914 ; 40.013 ; 301.887.076 ; 55.770 ; 776.065.816 ; 616 ; 413.714.008 ; 6.501 ; 165.098.006 ; 7.117 ; 578.812.014 ; 62.887 ; 1.354.877.829 ;
27;68.900.810;BANCO RENDIMENTO S.A.; 50 ; 5.942.219 ; 207 ; 101.717.068 ; 328.018 ; 430.675.875 ; 3.370 ; 72.478.470 ; 331.645 ; 610.813.632 ; 1.058 ; 214.710.967 ; 7.682 ; 496.301.519 ; 8.740 ; 711.012.485 ; 340.385 ; 1.321.826.117 ;
28;92.702.067;BANCO DO ESTADO DO RIO GRANDE DO SUL S.A.; 513 ; 38.056.000 ; 417 ; 24.810.990 ; 332 ; 8.250.825 ; 431 ; 565.247.558 ; 1.693 ; 636.365.373 ; 12 ; 561.975.929 ; 11 ; 15.497.805 ; 23 ; 577.473.734 ; 1.716 ; 1.213.839.107 ;
29;07.679.404;BANCO TOPÁZIO S.A.; 34 ; 16.551.129 ; 36 ; 4.234.922 ; 304 ; 177.787.803 ; 561 ; 443.298.803 ; 935 ; 641.872.657 ; 489 ; 374.164.888 ; 1.487 ; 121.024.593 ; 1.976 ; 495.189.481 ; 2.911 ; 1.137.062.138 ;
30;19.307.785;MS BANK S.A. BANCO DE CÂMBIO; 55 ; 2.384.401 ; 685 ; 33.337.782 ; 173 ; 10.252.188 ; 11.963 ; 30.385.954 ; 12.876 ; 76.360.325 ; 358 ; 539.474.541 ; 417 ; 485.812.338 ; 775 ; 1.025.286.879 ; 13.651 ; 1.101.647.204 ;
31;62.232.889;BANCO DAYCOVAL S.A.; 449 ; 77.207.801 ; 1.303 ; 175.208.749 ; 87.596 ; 133.953.596 ; 2.315 ; 92.586.399 ; 91.663 ; 478.956.546 ; 341 ; 297.979.382 ; 925 ; 278.310.890 ; 1.266 ; 576.290.272 ; 92.929 ; 1.055.246.817 ;
32;00.038.166;BANCO CENTRAL DO BRASIL;;;;;;;;; -   ; -   ; 1 ; 500.550.694 ; 1 ; 500.000.000 ; 2 ; 1.000.550.694 ; 2 ; 1.000.550.694 ;
33;60.518.222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; 104 ; 47.630.891 ; 594 ; 126.495.762 ; 255 ; 279.844.742 ; 449 ; 162.777.001 ; 1.402 ; 616.748.395 ; 59 ; 141.214.147 ; 60 ; 156.247.517 ; 119 ; 297.461.663 ; 1.521 ; 914.210.059 ;
34;58.616.418;BANCO FIBRA S.A.; 111 ; 148.941.030 ; 917 ; 171.534.543 ; 31 ; 14.529.980 ; 229 ; 26.200.247 ; 1.288 ; 361.205.800 ; 69 ; 288.631.966 ; 64 ; 249.616.512 ; 133 ; 538.248.478 ; 1.421 ; 899.454.278 ;
35;61.088.183;BANCO MIZUHO DO BRASIL S.A.; 59 ; 59.873.056 ; 185 ; 83.506.982 ; 57 ; 97.427.004 ; 120 ; 22.454.237 ; 421 ; 263.261.278 ; 88 ; 304.249.173 ; 87 ; 286.456.600 ; 175 ; 590.705.773 ; 596 ; 853.967.052 ;
